sector,property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 12,house,independent,1.2,14184.0,846.0,2.0,4.0,2.0,2.0,Relatively New,846.0,0,1,0,0,0,2,7,423.0
sector 78,flat,umang monsoon breeze,0.62,5004.0,1239.01,2.0,2.0,1,7.0,Moderately Old,1115.0,0,0,0,1,0,0,111,619.505
sector 81,flat,bestech park view ananda,0.95,10626.0,894.03,2.0,2.0,2,2.0,Relatively New,1112.0,0,0,0,0,0,2,104,447.015
sector 61,flat,smart world orchard,1.6,13913.0,1150.0,2.0,2.0,2,3.0,Under Construction,1278.0,0,0,0,0,1,0,37,575.0
sector 70a,house,bptp astaire gardens,1.04,7172.0,1450.1,3.0,3.0,3+,2.0,Relatively New,1611.0,1,0,0,0,0,2,145,483.3666666666666
dlf phase,house,independent,9.0,33333.0,2700.0,5.0,5.0,2.0,3.0,Old Property,2700.0,0,1,1,1,1,1,110,540.0
sector 108,flat,experion the heartsong,1.3,8344.0,1558.01,3.0,3.0,3+,7.0,Relatively New,1661.0,0,0,0,0,1,0,150,519.3366666666667
sector 90,flat,dlf regal gardens,1.76,7945.0,2215.23,4.0,4.0,3+,8.0,Relatively New,2020.0,0,0,0,0,0,2,135,553.8075
dwarka expressway,flat,hero homes,1.6,7825.0,2044.73,3.0,3.0,3,1.0,New Property,1529.0,0,0,0,0,0,0,49,681.5766666666667
sector 82a,flat,dlf the primus,2.95,11451.0,2576.19,4.0,5.0,3+,10.0,Relatively New,2110.0,0,0,1,0,0,1,174,644.0475
sector 49,flat,vatika city,1.85,10578.0,1748.91,3.0,3.0,1,7.0,Moderately Old,1471.0,0,1,0,1,0,0,158,582.97
sector 77,flat,emaar mgf palm hills,1.08,5400.0,2000.0,3.0,4.0,3+,5.0,Relatively New,1810.0,1,0,1,0,1,2,167,666.6666666666666
sector 43,flat,sanskriti apartments,2.5,13513.0,1850.07,3.0,2.0,3,5.0,Old Property,1674.0,0,0,0,0,1,0,0,616.6899999999999
sector 67,flat,ireo victory valley,4.55,14536.0,3130.16,4.0,4.0,3+,19.0,Relatively New,2833.0,0,0,1,0,0,2,156,782.54
sector 108,flat,raheja vedaanta,0.7,4522.0,1547.99,2.0,2.0,3,1.0,Relatively New,1548.0,0,0,0,0,0,0,0,773.995
sector 56,flat,mariners home,2.11,8612.0,2450.07,3.0,2.0,3,4.0,Relatively New,2250.0,1,0,0,0,0,2,126,816.69
sector 81,flat,bestech spa signature,4.4,12571.0,3500.12,4.0,4.0,3+,6.0,New Property,3700.0,1,1,1,0,1,1,49,875.03
sector 33,flat,godrej nature plus,1.67,10500.0,1590.48,3.0,2.0,2,18.0,Under Construction,1857.0,0,0,0,0,0,0,67,530.16
sector 66,flat,emaar mgf palm terraces select,3.4,14107.0,2410.15,4.0,4.0,3+,2.0,Relatively New,2210.0,0,0,1,0,0,2,157,602.5375
sector 60,flat,ireo skyon,3.75,13392.0,2800.18,4.0,5.0,3,15.0,Relatively New,2534.0,0,0,1,0,0,0,167,700.045
sector 102,flat,emaar gurgaon greens,1.55,9393.0,1650.17,3.0,4.0,3,7.0,Relatively New,1314.0,0,0,1,0,0,2,152,550.0566666666667
sector 85,flat,ss the leaf,1.17,7001.0,1671.19,2.0,2.0,3,11.0,Relatively New,1660.0,0,0,0,0,0,0,49,835.595
sector 52,flat,residency grand,5.0,7692.0,6500.26,5.0,7.0,3+,1.0,Moderately Old,5778.0,0,1,1,0,0,0,77,1300.052
sector 65,flat,m3m golfestate,5.9,17543.0,3363.16,3.0,3.0,3,9.0,Moderately Old,3043.0,0,0,0,0,1,1,21,1121.0533333333333
sector 4,house,independent,2.35,16319.0,1440.0,4.0,4.0,2.0,2.0,Old Property,1440.0,0,1,0,0,0,0,43,360.0
sector 86,flat,microtek greenburg,1.3,8756.0,1484.7,2.0,2.0,3,10.0,Relatively New,1339.0,0,0,0,0,1,0,38,742.35
sector 38,house,independent,4.0,21786.0,1836.0,6.0,6.0,3+,4.0,Old Property,1836.0,1,1,1,0,1,2,137,306.0
sector 56,flat,kendriya vihar,0.65,8609.0,755.02,1.0,1.0,1,0.0,Moderately Old,839.0,0,0,0,0,0,0,143,755.02
sohna road,flat,g l s arawali homes,0.26,4513.0,576.11,2.0,2.0,2,1.0,Moderately Old,521.0,0,0,0,0,0,0,0,288.055
sector 4,house,independent,0.7,6648.0,1052.9,3.0,3.0,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0,350.9666666666667
sector 76,flat,corona gracieux,1.05,5949.0,1765.0,3.0,3.0,3+,7.0,Relatively New,1597.0,0,0,0,0,0,2,133,588.3333333333334
sector 70,flat,shree vardhman victoria,1.62,8307.0,1950.16,3.0,5.0,3,9.0,Relatively New,1527.0,0,0,1,0,0,0,43,650.0533333333334
sohna road,flat,eldeco accolade,0.96,6571.0,1460.96,2.0,2.0,3+,14.0,Relatively New,1131.0,0,0,0,0,1,0,151,730.48
sector 104,flat,ats triumph,4.45,6846.0,6500.15,4.0,5.0,3+,27.0,Relatively New,7222.0,0,0,0,0,0,0,110,1625.0375
sector 49,house,eros rosewood villas,2.75,19841.0,1386.0,3.0,3.0,1.0,2.0,Old Property,1386.0,1,0,0,0,0,2,80,462.0
sector 109,house,international city by sobha phase 2,7.0,12963.0,5400.0,5.0,6.0,2.0,2.0,Relatively New,5400.0,0,0,1,0,0,0,154,1080.0
sector 56,flat,park royal apartment,1.71,7600.0,2250.0,3.0,3.0,3+,5.0,Moderately Old,2251.0,0,0,1,0,0,2,118,750.0
sohna road,flat,ashiana mulberry,0.74,6200.0,1193.55,2.0,2.0,3+,12.0,New Property,1344.0,0,0,0,0,0,0,67,596.775
dlf phase,house,dlf city plots phase 2,6.3,35000.0,1800.0,4.0,4.0,3+,2.0,Old Property,1800.0,0,0,1,1,0,0,89,450.0
sector 109,flat,ats tourmaline,1.65,7674.0,2150.12,3.0,3.0,3+,16.0,Relatively New,1946.0,0,0,1,0,0,2,49,716.7066666666666
sector 79,flat,bestech altura,1.9,8837.0,2150.05,3.0,4.0,3,11.0,Under Construction,1946.0,0,0,0,0,0,0,96,716.6833333333334
sector 102,flat,conscient heritage max,1.78,9218.0,1931.0,3.0,4.0,3+,5.0,Moderately Old,1748.0,0,0,1,0,0,0,125,643.6666666666666
sector 37c,flat,corona optus,1.44,7236.0,1990.05,3.0,3.0,3+,2.0,Relatively New,1789.0,1,0,1,0,1,0,49,663.35
sector 37c,flat,ild grand,0.66,5038.0,1310.04,2.0,2.0,3+,14.0,Relatively New,1310.0,0,0,0,0,0,0,60,655.02
sector 33,flat,godrej nature plus,1.08,13126.0,822.79,2.0,2.0,3,8.0,Under Construction,84.0,0,0,0,0,0,0,56,411.395
sohna road,flat,tulsiani easy in homes,0.4,7920.0,505.05,2.0,2.0,3,9.0,Under Construction,561.0,0,0,0,0,0,0,36,252.525
sector 82,flat,mapsko royale ville,0.97,5418.0,1790.33,3.0,4.0,2,16.0,Relatively New,1620.0,0,0,1,0,0,0,95,596.7766666666666
sector 82,flat,vatika the seven lamps,1.37,8753.0,1565.18,3.0,3.0,3,11.0,Relatively New,2000.0,0,1,1,0,1,2,145,521.7266666666667
sector 109,flat,sbtl caladium,1.63,6404.0,2545.28,3.0,3.0,2,8.0,Relatively New,2303.0,0,0,1,0,0,0,159,848.4266666666667
sector 82,flat,mapsko royale ville,1.12,6256.0,1790.28,3.0,3.0,2,12.0,Relatively New,1588.0,0,1,0,0,0,0,49,596.76
dwarka expressway,flat,ramprastha city,1.3,9027.0,1440.12,3.0,3.0,2,3.0,Under Construction,1303.0,0,0,0,0,0,0,0,480.04
sector 70a,flat,aipl the peaceful homes,2.8,11914.0,2350.18,3.0,4.0,3,22.0,Relatively New,2350.18,0,0,1,0,0,0,49,783.3933333333333
sector 90,flat,dlf new town heights,1.2,6217.0,1930.19,3.0,3.0,3+,15.0,Relatively New,1747.0,0,0,0,0,0,0,37,643.3966666666666
sector 61,flat,smart world orchard,1.57,13652.0,1150.01,2.0,2.0,2,3.0,New Property,1150.0,1,0,0,0,1,0,71,575.005
sector 106,flat,elan the presidential,3.9,15918.0,2450.06,3.0,3.0,0,20.0,Relatively New,2450.0,0,0,0,0,0,0,66,816.6866666666666
sector 67,flat,ireo victory valley,2.87,11903.0,2411.16,3.0,3.0,3+,16.0,Relatively New,2095.0,0,0,1,0,0,2,174,803.7199999999999
sector 14,house,independent,4.5,20000.0,2250.0,5.0,5.0,1.0,1.0,Relatively New,2778.0,0,0,0,0,0,0,0,450.0
dlf phase,house,independent,4.5,33333.0,1350.0,5.0,5.0,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,7,270.0
sector 95,flat,ramprasta awho,0.92,5257.0,1750.05,3.0,3.0,3+,13.0,New Property,1750.0,0,0,0,0,0,0,0,583.35
sector 63a,flat,birla navya,3.23,26875.0,1201.86,3.0,3.0,3,4.0,New Property,1201.86,0,0,1,0,0,0,52,400.61999999999995
sector 113,flat,la vida by tata housing,3.35,12444.0,2692.06,4.0,4.0,3+,11.0,Relatively New,2991.0,0,0,1,0,1,0,174,673.015
sector 81,flat,bestech park view grand spa,4.7,6786.0,6926.02,4.0,4.0,3+,19.0,Relatively New,6268.0,0,0,1,0,0,2,140,1731.505
sector 79,flat,supertech araville,0.78,6024.0,1294.82,2.0,2.0,3+,0.0,New Property,1172.0,1,0,0,0,0,0,74,647.41
sector 33,flat,godrej nature plus,1.07,7725.0,1385.11,2.0,2.0,2,14.0,Under Construction,1253.0,0,0,0,0,0,0,68,692.555
sector 108,flat,experion the heartsong,2.0,8554.0,2338.09,3.0,3.0,3+,14.0,Relatively New,2116.0,0,0,1,0,0,0,95,779.3633333333333
sector 4,house,huda ashok vihar phase,0.7,10233.0,684.1,3.0,2.0,1.0,2.0,New Property,684.0,0,0,0,0,1,0,7,228.03333333333333
sector 95,flat,ramsons kshitij,0.33,3911.0,843.77,2.0,2.0,1,14.0,New Property,694.0,1,0,0,0,0,2,79,421.885
sector 70a,flat,aipl zen residences,1.4,11094.0,1261.94,2.0,2.0,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0,630.97
sohna road,flat,hcbs sports ville,0.2,4219.0,474.05,1.0,1.0,1,3.0,New Property,473.0,0,0,0,0,0,0,71,474.05
sector 79,flat,godrej,2.0,8474.0,2360.16,3.0,4.0,3+,9.0,Relatively New,1963.0,0,0,1,0,0,0,108,786.7199999999999
sector 107,flat,m3m woodshire,1.21,6227.0,1943.15,3.0,3.0,3,7.0,Moderately Old,1713.0,0,0,0,0,0,2,126,647.7166666666667
sector 86,flat,dlf new town heights,1.3,6735.0,1930.22,3.0,3.0,3,12.0,Moderately Old,1747.0,0,0,1,0,0,2,165,643.4066666666666
sector 65,flat,emaar mgf emerald floors premier,2.9,14683.0,1975.07,4.0,4.0,0,0.0,Relatively New,2194.0,0,0,0,1,0,0,50,493.7675
sector 37c,flat,apex our homes,0.33,3567.0,925.15,2.0,2.0,1,3.0,Relatively New,850.0,0,0,0,0,0,2,158,462.575
sector 85,flat,orris carnation residency,0.8,4857.0,1647.11,3.0,4.0,3,4.0,Relatively New,1390.0,0,0,1,0,0,2,40,549.0366666666666
sohna road,flat,gls arawali homes,0.28,5982.0,468.07,2.0,2.0,2,3.0,Relatively New,520.0,0,0,0,0,0,0,42,234.035
sushant lok,house,independent,8.31,24171.0,3438.0,5.0,6.0,3+,4.0,Old Property,3438.0,0,1,1,1,1,0,34,687.6
sohna road,flat,signature global park,0.65,5637.0,1153.1,2.0,2.0,2,2.0,Relatively New,1043.0,0,1,0,0,0,0,118,576.55
dlf phase,house,independent,7.0,39264.0,1782.8,5.0,5.0,2.0,3.0,Relatively New,1782.8,0,0,1,0,0,0,9,356.56
sector 4,house,independent,1.1,6111.0,1800.0,4.0,4.0,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,7,450.0
sector 54,flat,dlf the belaire,10.0,24557.0,4072.16,4.0,5.0,3+,17.0,Moderately Old,3000.0,0,0,1,0,0,1,167,1018.04
sector 92,flat,sare homes,0.65,4587.0,1417.05,3.0,3.0,2,3.0,Relatively New,1574.0,0,0,0,0,0,0,6,472.35
sector 50,flat,the close north,2.65,10685.0,2480.11,3.0,4.0,3+,6.0,Moderately Old,2470.0,0,0,1,0,0,2,174,826.7033333333334
sector 92,flat,sare crescent parc,0.51,4080.0,1250.0,3.0,2.0,2,2.0,Relatively New,1131.0,0,0,0,0,0,0,72,416.6666666666667
sector 86,flat,pyramid urban homes 2,0.5,9698.0,515.57,2.0,2.0,2,6.0,Old Property,572.0,0,0,0,0,0,0,15,257.785
sector 89,flat,m3m soulitude,1.25,8784.0,1423.04,3.0,3.0,0,4.0,New Property,1423.0,0,0,0,0,0,0,61,474.34666666666664
sector 82,house,vatika india next,6.8,20988.0,3239.9,4.0,4.0,3+,3.0,Relatively New,3240.0,0,0,1,0,0,1,110,809.975
sector 69,flat,tulip violet,1.55,9822.0,1578.09,3.0,3.0,2,5.0,Relatively New,1428.0,0,1,0,0,0,0,99,526.03
sector 109,flat,ats tourmaline,2.25,8704.0,2585.02,3.0,4.0,3,14.0,Relatively New,2339.0,0,0,1,0,0,0,101,861.6733333333333
dlf phase,house,dlf city plots phase 4,9.54,29444.0,3240.0,6.0,5.0,3+,3.0,New Property,3240.0,0,1,1,1,1,0,153,540.0
sector 38,house,independent,2.1,23333.0,900.0,2.0,7.0,3+,3.0,Relatively New,900.0,0,1,0,1,1,0,27,450.0
sector 99a,flat,laxmi pareena,0.3,6666.0,450.05,2.0,1.0,0,12.0,Relatively New,500.0,0,0,0,0,0,0,0,225.025
sector 85,flat,ss the leaf,2.13,7574.0,2812.25,4.0,4.0,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49,703.0625
sector 69,flat,tulip violet,1.28,8111.0,1578.1,3.0,3.0,2,12.0,Relatively New,1428.0,0,1,0,0,0,2,49,526.0333333333333
sector 30,flat,afnhb jalvayu vihar,1.45,11153.0,1300.1,3.0,2.0,2,2.0,Old Property,1300.0,0,0,0,0,0,1,75,433.3666666666666
sector 13,house,independent,0.45,4808.0,935.9,1.0,1.0,0,1.0,Old Property,936.0,0,0,0,0,0,0,0,935.9
sector 49,flat,awho sispal vihar,2.0,7262.0,2754.06,4.0,3.0,3+,4.0,Old Property,2492.0,0,0,0,0,0,0,65,688.515
sector 81,flat,signature global synera,0.38,9500.0,400.0,1.0,1.0,2,3.0,Relatively New,444.0,0,0,0,0,0,0,43,400.0
dlf phase,house,independent,15.0,33200.0,4518.1,5.0,6.0,3+,3.0,Moderately Old,4518.0,0,1,1,1,1,2,78,903.62
sector 71,flat,chd avenue,1.16,6655.0,1743.05,3.0,3.0,3,5.0,Moderately Old,1577.0,0,0,1,0,0,2,73,581.0166666666667
sector 46,house,rwa sector 46,3.5,21605.0,1620.0,4.0,4.0,2.0,2.0,Relatively New,1620.0,0,1,0,0,0,2,30,405.0
sector 61,flat,smart world orchard,1.55,13478.0,1150.02,2.0,2.0,1,3.0,Under Construction,1041.0,0,0,0,0,1,0,43,575.01
sector 102,flat,rof aalayas,0.45,8404.0,535.46,2.0,2.0,1,14.0,Relatively New,567.0,0,0,0,0,0,1,57,267.73
sector 14,house,independent,4.15,18444.0,2250.1,5.0,4.0,2.0,2.0,Old Property,2250.0,0,0,0,0,0,2,51,450.02
dlf phase,house,independent,13.5,19286.0,6999.9,9.0,9.0,0,1.0,Relatively New,7000.0,0,0,0,0,0,0,0,777.7666666666667
sector 62,flat,pioneer araya,9.95,20995.0,4739.22,4.0,6.0,3,12.0,Relatively New,3933.0,0,1,1,0,0,2,138,1184.805
sector 7,house,independent,0.45,5000.0,900.0,3.0,2.0,1.0,2.0,Old Property,900.0,1,0,0,0,0,0,12,300.0
sector 47,house,independent,0.99,17187.0,576.0,1.0,4.0,3.0,4.0,Relatively New,576.0,0,0,0,0,0,0,13,576.0
sector 11,house,shivaji nagar residential,3.08,11407.0,2700.1,6.0,4.0,2.0,1.0,Relatively New,2700.0,0,0,0,0,0,0,0,450.01666666666665
sector 69,flat,tulip violet,1.75,8706.0,2010.11,4.0,4.0,2,10.0,Relatively New,1819.0,0,0,0,0,0,2,109,502.5275
sector 37d,flat,bptp terra,2.08,10000.0,2080.0,4.0,4.0,3,0.0,New Property,2211.0,0,1,1,0,1,0,121,520.0
sector 59,flat,conscient elevate,3.9,16993.0,2295.06,3.0,1.0,0,0.0,Under Construction,2295.0,0,0,0,0,0,0,0,765.02
dlf phase,house,independent,6.5,22855.0,2844.0,4.0,4.0,2.0,2.0,Old Property,2844.0,0,1,0,0,0,0,35,711.0
sector 90,flat,shree vardhman flora,0.75,5769.0,1300.05,2.0,2.0,3,8.0,Relatively New,1444.0,0,0,0,0,0,0,60,650.025
sector 69,flat,tulip violet,1.38,8972.0,1538.12,3.0,3.0,1,12.0,Relatively New,1709.0,0,0,0,0,0,0,174,512.7066666666666
sector 99a,flat,pareena coban residences,1.16,5808.0,1997.25,3.0,3.0,3,3.0,Relatively New,1790.0,1,0,1,0,0,0,49,665.75
sector 95,flat,saan verdante,2.0,10178.0,1965.02,3.0,4.0,3+,5.0,New Property,1964.0,0,0,1,0,0,0,49,655.0066666666667
sector 82,house,independent,7.0,21605.0,3240.0,4.0,4.0,3+,1.0,Relatively New,3240.0,0,1,1,0,1,2,49,810.0
sector 33,flat,godrej nature plus,1.55,9955.0,1557.01,3.0,2.0,3+,8.0,New Property,1730.0,0,0,0,0,0,0,43,519.0033333333333
sector 76,flat,whiteland  the aspen,3.5,11917.0,2936.98,3.0,4.0,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0,978.9933333333332
sector 52,flat,ramshanti cooperative society,1.76,7242.0,2430.27,4.0,4.0,3+,12.0,New Property,2199.0,0,0,0,0,0,0,0,607.5675
sector 36,flat,signature global park 4,1.0,9900.0,1010.1,3.0,2.0,3,2.0,New Property,1122.0,0,0,0,0,0,0,128,336.7
sector 55,house,independent,5.6,20741.0,2700.0,6.0,4.0,3.0,3.0,Old Property,2700.0,0,0,1,0,0,2,41,450.0
sector 6,flat,bajrang apartments,0.38,4470.0,850.11,2.0,2.0,2,1.0,Moderately Old,944.0,0,0,0,0,0,0,0,425.055
sector 3,house,independent,0.7,7007.0,999.0,2.0,3.0,1.0,1.0,Relatively New,999.0,0,1,0,1,0,0,29,499.5
sector 108,flat,sobha city,2.33,14463.0,1611.01,3.0,3.0,3,17.0,Relatively New,1711.0,0,0,0,1,0,2,159,537.0033333333333
sector 65,flat,m3m heights,2.44,13300.0,1834.59,3.0,3.0,2,7.0,Under Construction,1654.0,0,0,0,0,0,0,31,611.53
dlf phase,flat,dlf icon,5.8,20707.0,2800.99,4.0,4.0,3+,18.0,Old Property,2801.0,0,0,0,0,0,0,0,700.2475
sector 99,flat,assotech blith,1.6,6667.0,2399.88,3.0,4.0,0,15.0,New Property,2400.0,0,0,0,0,0,0,51,799.96
sector 68,flat,supertech hues,1.0,8474.0,1180.08,2.0,2.0,3,23.0,New Property,1311.0,0,0,0,0,0,0,49,590.04
sector 109,flat,ats tourmaline,2.95,9365.0,3150.03,4.0,5.0,3+,10.0,Relatively New,2851.0,0,0,1,0,0,0,101,787.5075
sector 89,flat,smart world gems,0.88,7963.0,1105.11,2.0,2.0,3,2.0,New Property,1228.0,0,0,0,0,1,0,44,552.555
sector 48,flat,parsvnath green ville,1.75,7201.0,2430.22,3.0,3.0,3,7.0,Old Property,2200.0,0,0,1,0,0,2,109,810.0733333333333
sector 82,flat,mapsko casa bella,1.3,6378.0,2038.26,4.0,4.0,3+,1.0,Relatively New,1774.0,0,0,1,0,0,0,130,509.565
sector 102,flat,adani m2k oyster grande,4.55,10000.0,4550.0,4.0,4.0,3+,11.0,Relatively New,4630.0,0,0,0,0,0,2,60,1137.5
sector 85,flat,ss the leaf,1.77,7350.0,2408.16,3.0,4.0,3+,7.0,New Property,2179.0,0,0,0,1,0,0,107,802.7199999999999
sector 50,house,nirvana cedar crest,7.1,32870.0,2160.0,5.0,4.0,3.0,2.0,Moderately Old,2160.0,0,1,0,1,1,2,110,432.0
sector 66,flat,emaar mgf palm terraces,4.5,10599.0,4245.68,5.0,5.0,3+,11.0,New Property,3321.0,0,0,1,0,0,0,105,849.1360000000001
dwarka expressway,flat,smart world one,1.65,5933.0,2781.06,3.0,4.0,3,6.0,Under Construction,3094.0,0,0,0,0,0,0,0,927.02
sector 54,flat,dlf park place,4.85,30180.0,1607.02,3.0,4.0,3+,6.0,Moderately Old,1607.02,0,0,1,0,0,1,158,535.6733333333333
sector 112,house,experion windchants,9.5,23457.0,4050.0,5.0,5.0,3.0,2.0,Relatively New,7450.0,0,0,1,0,0,0,45,810.0
sector 83,flat,vatika city homes,0.8,6060.0,1320.13,2.0,2.0,2,8.0,Moderately Old,1195.0,0,0,0,1,0,0,22,660.065
sector 63a,flat,signature global city 63a,2.0,12800.0,1562.5,3.0,3.0,2,1.0,Under Construction,1540.0,0,0,0,0,0,0,36,520.8333333333334
sector 99a,flat,raheja vanya,0.85,6789.0,1252.03,2.0,2.0,2,3.0,New Property,1133.0,0,0,0,0,0,0,43,626.015
sector 71,flat,chd avenue,1.1,6104.0,1802.1,3.0,4.0,3,3.0,Moderately Old,1631.0,0,0,1,0,0,0,26,600.6999999999999
sector 70a,house,bptp pedestal,0.9,7582.0,1187.0,2.0,2.0,3+,3.0,New Property,1319.0,1,0,1,0,0,0,153,593.5
sector 81,flat,bestech park view grand spa,3.3,12222.0,2700.05,4.0,5.0,3+,4.0,Relatively New,3070.0,0,0,1,0,1,2,174,675.0125
sohna road,flat,signature global park,0.56,6812.0,822.08,2.0,2.0,3,3.0,New Property,913.0,0,0,0,0,0,0,81,411.04
gwal pahari,flat,krrish provence estate,7.5,7500.0,10000.0,5.0,6.0,3+,23.0,Relatively New,9050.0,1,1,1,0,0,0,49,2000.0
sector 22,flat,ambience creacions,2.55,13709.0,1860.09,3.0,3.0,3,5.0,Relatively New,1860.09,0,0,0,0,0,1,49,620.03
sector 37d,flat,bptp terra,1.72,9497.0,1811.1,3.0,3.0,3,9.0,Relatively New,1373.0,0,0,0,0,1,2,24,603.6999999999999
sector 61,flat,smart world orchard,2.57,15766.0,1630.09,3.0,3.0,2,3.0,Under Construction,1630.09,0,0,0,0,1,0,0,543.3633333333333
sector 70a,house,bptp visionnaire,4.7,18008.0,2610.0,4.0,4.0,3+,3.0,New Property,2610.0,1,0,0,0,0,0,35,652.5
sector 62,flat,pioneer urban presidia,7.15,16486.0,4337.01,4.0,5.0,3+,7.0,Relatively New,3925.0,0,0,1,1,1,2,158,1084.2525
sector 102,flat,adani m2k oyster grande,1.9,9105.0,2086.77,3.0,4.0,3,8.0,Relatively New,1710.0,0,0,1,0,0,0,165,695.59
sector 70,flat,shree vardhman victoria,1.25,9259.0,1350.04,2.0,2.0,3,3.0,Relatively New,1222.0,0,0,0,0,1,0,43,675.02
sector 72,flat,tata primanti,5.0,11363.0,4400.25,4.0,4.0,3+,2.0,New Property,4000.0,0,0,1,1,1,2,174,1100.0625
sector 17b,house,independent,7.2,15926.0,4520.9,4.0,4.0,2.0,1.0,Old Property,3780.0,0,0,1,1,0,0,0,1130.225
sector 46,house,independent,4.35,23693.0,1836.0,3.0,8.0,2.0,3.0,Relatively New,1836.0,0,1,0,0,1,2,19,612.0
sector 54,house,suncity township,2.0,3441.0,5812.2,9.0,9.0,3.0,11.0,Relatively New,66.0,0,0,1,0,0,1,7,645.8
sector 108,flat,sobha city,2.6,15195.0,1711.09,3.0,3.0,2,11.0,New Property,1711.09,0,0,0,0,0,0,49,570.3633333333333
sector 84,flat,antriksh heights,1.02,4868.0,2095.32,4.0,4.0,3+,11.0,Relatively New,1896.0,0,1,1,0,0,0,99,523.83
sector 60,flat,ireo skyon,3.0,12484.0,2403.08,3.0,3.0,3,5.0,Relatively New,2400.0,0,0,1,0,0,2,174,801.0266666666666
sector 80,flat,godrej frontier,1.4,6189.0,2262.08,3.0,4.0,2,6.0,Moderately Old,1922.0,0,1,1,0,0,0,111,754.0266666666666
sector 2,flat,bestech park view residency,0.98,6932.0,1413.73,2.0,2.0,3,11.0,Moderately Old,1281.0,0,0,0,0,0,0,83,706.865
dlf phase,flat,dlf royalton tower,6.2,20687.0,2997.05,4.0,4.0,3+,9.0,Moderately Old,2712.0,0,0,1,0,0,0,7,749.2625
sector 106,flat,elan the presidential,6.3,15384.0,4095.16,5.0,6.0,3+,10.0,Under Construction,3797.0,0,0,0,0,0,2,62,819.0319999999999
sector 50,house,unitech deerwood chase,15.0,33333.0,4500.0,4.0,4.0,2.0,2.0,Moderately Old,4500.0,0,0,1,0,0,0,160,1125.0
sector 11,house,independent,1.8,8078.0,2228.3,8.0,5.0,2.0,1.0,Relatively New,2476.0,0,0,0,0,0,0,0,278.5375
sohna road,flat,hcbs sports ville,0.32,4301.0,744.01,2.0,2.0,1,3.0,Relatively New,743.0,0,0,0,0,0,0,109,372.005
sector 102,flat,shapoorji pallonji joyville gurugram,2.15,12706.0,1692.11,3.0,3.0,3,10.0,Relatively New,1690.0,0,0,0,0,0,2,49,564.0366666666666
sector 110,flat,indiabulls enigma,3.25,9558.0,3400.29,4.0,4.0,3,11.0,Relatively New,3077.0,1,0,1,0,0,0,125,850.0725
sector 50,flat,the close north,2.65,11276.0,2350.12,3.0,3.0,3+,3.0,Moderately Old,2491.0,0,0,1,0,0,0,174,783.3733333333333
sector 72,flat,tata primanti,3.5,11428.0,3062.65,4.0,5.0,3+,10.0,Relatively New,2625.0,1,0,1,0,0,0,38,765.6625
sector 78,flat,umang monsoon breeze,0.9,4615.0,1950.16,3.0,3.0,2,1.0,Moderately Old,1900.0,0,1,1,0,0,0,65,650.0533333333334
sector 81,house,signature global city 81,0.75,6849.0,1095.1,3.0,2.0,3.0,4.0,Under Construction,1095.0,0,0,0,0,1,0,97,365.0333333333333
sector 38,house,huda floor,4.0,22222.0,1800.0,4.0,9.0,3+,2.0,Relatively New,4800.0,0,1,0,1,0,2,152,450.0
sector 110,flat,indiabulls enigma,4.1,10567.0,3880.0,5.0,5.0,2,10.0,Relatively New,3500.0,0,0,1,0,0,0,159,776.0
sector 95,flat,sidhartha ncr one phase,0.56,4105.0,1364.19,2.0,2.0,2,10.0,Relatively New,1234.0,0,0,0,0,0,2,60,682.095
sector 56,house,huda sector-56 gurgaon,3.6,24845.0,1449.0,5.0,5.0,3+,3.0,Moderately Old,1449.0,1,0,0,0,0,0,47,289.8
sector 67,flat,m3m merlin,3.4,14418.0,2358.16,3.0,4.0,3,17.0,Relatively New,2134.0,0,0,1,0,0,2,174,786.0533333333333
sector 89,flat,smart world gems,0.9,8159.0,1103.08,2.0,2.0,2,2.0,New Property,998.0,1,0,0,0,1,0,44,551.54
sector 7,house,independent,2.25,16892.0,1332.0,5.0,3.0,0,2.0,Old Property,148.0,0,0,0,0,0,0,0,266.4
sohna road,flat,eldeco accolade,0.95,6178.0,1537.71,2.0,2.0,3+,8.0,Under Construction,1050.0,1,0,0,0,1,0,72,768.855
sohna road,flat,signature global park,0.53,6386.0,829.94,2.0,2.0,2,2.0,Relatively New,913.0,0,1,0,0,0,0,168,414.97
sector 70a,flat,bptp astaire gardens,1.6,8658.0,1848.0,4.0,4.0,3,1.0,Relatively New,1600.0,1,0,0,0,1,0,42,462.0
sector 4,house,independent,0.5,9259.0,540.0,2.0,3.0,2.0,3.0,Old Property,540.0,0,0,0,0,0,0,0,270.0
sector 33,house,unitech uniworld resorts,8.5,17820.0,4769.9,5.0,5.0,3+,3.0,New Property,4770.0,0,1,1,1,1,2,145,953.98
