sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 67,flat,2.87,3.0,3.0,2095.0,1,0,High
sector 14,house,4.5,5.0,5.0,2778.0,0,0,Low
dlf phase,house,4.5,5.0,5.0,1350.0,0,0,Low
sector 95,flat,0.92,3.0,3.0,1750.0,0,0,Low
sector 63a,flat,3.23,3.0,3.0,1201.86,1,0,Medium
sector 113,flat,3.35,4.0,4.0,2991.0,1,1,High
sector 81,flat,4.7,4.0,4.0,6268.0,1,0,Medium
sector 79,flat,0.78,2.0,2.0,1172.0,0,0,Medium
sector 33,flat,1.07,2.0,2.0,1253.0,0,0,Medium
sector 108,flat,2.0,3.0,3.0,2116.0,1,0,Medium
sector 4,house,0.7,3.0,2.0,684.0,0,1,Low
sector 95,flat,0.33,2.0,2.0,694.0,0,0,Medium
sector 70a,flat,1.4,2.0,2.0,1262.0,0,0,Low
sohna road,flat,0.2,1.0,1.0,473.0,0,0,Medium
sector 79,flat,2.0,3.0,4.0,1963.0,1,0,Medium
sector 107,flat,1.21,3.0,3.0,1713.0,0,0,Medium
sector 86,flat,1.3,3.0,3.0,1747.0,1,0,High
sector 65,flat,2.9,4.0,4.0,2194.0,0,0,Medium
sector 37c,flat,0.33,2.0,2.0,850.0,0,0,High
sector 85,flat,0.8,3.0,4.0,1390.0,1,0,Low
sohna road,flat,0.28,2.0,2.0,520.0,0,0,Low
sushant lok,house,8.31,5.0,6.0,3438.0,1,1,Low
sohna road,flat,0.65,2.0,2.0,1043.0,0,0,Medium
dlf phase,house,7.0,5.0,5.0,1782.8,1,0,Low
sector 4,house,1.1,4.0,4.0,1800.0,0,0,Low
sector 54,flat,10.0,4.0,5.0,3000.0,1,0,High
sector 92,flat,0.65,3.0,3.0,1574.0,0,0,Low
sector 50,flat,2.65,3.0,4.0,2470.0,1,0,High
sector 92,flat,0.51,3.0,2.0,1131.0,0,0,Medium
sector 86,flat,0.5,2.0,2.0,572.0,0,0,Low
sector 89,flat,1.25,3.0,3.0,1423.0,0,0,Medium
sector 82,house,6.8,4.0,4.0,3240.0,1,0,Medium
sector 69,flat,1.55,3.0,3.0,1428.0,0,0,Medium
sector 109,flat,2.25,3.0,4.0,2339.0,1,0,Medium
dlf phase,house,9.54,6.0,5.0,3240.0,1,1,High
sector 38,house,2.1,2.0,7.0,900.0,0,1,Low
sector 99a,flat,0.3,2.0,1.0,500.0,0,0,Low
sector 85,flat,2.13,4.0,4.0,2600.0,0,0,Low
sector 69,flat,1.28,3.0,3.0,1428.0,0,0,Low
sector 30,flat,1.45,3.0,2.0,1300.0,0,0,Medium
sector 13,house,0.45,1.0,1.0,936.0,0,0,Low
sector 49,flat,2.0,4.0,3.0,2492.0,0,0,Medium
sector 81,flat,0.38,1.0,1.0,444.0,0,0,Low
dlf phase,house,15.0,5.0,6.0,4518.0,1,1,Medium
sector 71,flat,1.16,3.0,3.0,1577.0,1,0,Medium
sector 46,house,3.5,4.0,4.0,1620.0,0,0,Low
sector 61,flat,1.55,2.0,2.0,1041.0,0,1,Low
sector 102,flat,0.45,2.0,2.0,567.0,0,0,Medium
sector 14,house,4.15,5.0,4.0,2250.0,0,0,Medium
dlf phase,house,13.5,9.0,9.0,7000.0,0,0,Low
sector 62,flat,9.95,4.0,6.0,3933.0,1,0,Medium
sector 7,house,0.45,3.0,2.0,900.0,0,0,Low
sector 47,house,0.99,1.0,4.0,576.0,0,0,Low
sector 11,house,3.08,6.0,4.0,2700.0,0,0,Low
sector 69,flat,1.75,4.0,4.0,1819.0,0,0,Medium
sector 37d,flat,2.08,4.0,4.0,2211.0,1,1,Medium
sector 59,flat,3.9,3.0,1.0,2295.0,0,0,Low
dlf phase,house,6.5,4.0,4.0,2844.0,0,0,Low
sector 90,flat,0.75,2.0,2.0,1444.0,0,0,Medium
sector 69,flat,1.38,3.0,3.0,1709.0,0,0,High
sector 99a,flat,1.16,3.0,3.0,1790.0,1,0,Low
sector 95,flat,2.0,3.0,4.0,1964.0,1,0,Low
sector 82,house,7.0,4.0,4.0,3240.0,1,1,Low
sector 33,flat,1.55,3.0,2.0,1730.0,0,0,Low
sector 76,flat,3.5,3.0,4.0,2937.0,0,0,Low
sector 52,flat,1.76,4.0,4.0,2199.0,0,0,Low
sector 36,flat,1.0,3.0,2.0,1122.0,0,0,Medium
sector 55,house,5.6,6.0,4.0,2700.0,1,0,Low
sector 6,flat,0.38,2.0,2.0,944.0,0,0,Low
sector 3,house,0.7,2.0,3.0,999.0,0,0,Low
sector 108,flat,2.33,3.0,3.0,1711.0,0,0,High
sector 65,flat,2.44,3.0,3.0,1654.0,0,0,Low
dlf phase,flat,5.8,4.0,4.0,2801.0,0,0,Low
sector 99,flat,1.6,3.0,4.0,2400.0,0,0,Medium
sector 68,flat,1.0,2.0,2.0,1311.0,0,0,Low
sector 109,flat,2.95,4.0,5.0,2851.0,1,0,Medium
sector 89,flat,0.88,2.0,2.0,1228.0,0,1,Low
sector 48,flat,1.75,3.0,3.0,2200.0,1,0,Medium
sector 82,flat,1.3,4.0,4.0,1774.0,1,0,Medium
sector 102,flat,4.55,4.0,4.0,4630.0,0,0,Medium
sector 85,flat,1.77,3.0,4.0,2179.0,0,0,Medium
sector 50,house,7.1,5.0,4.0,2160.0,0,1,Medium
sector 66,flat,4.5,5.0,5.0,3321.0,1,0,Medium
dwarka expressway,flat,1.65,3.0,4.0,3094.0,0,0,Low
sector 54,flat,4.85,3.0,4.0,1607.02,1,0,High
sector 112,house,9.5,5.0,5.0,7450.0,1,0,Low
sector 83,flat,0.8,2.0,2.0,1195.0,0,0,Low
sector 63a,flat,2.0,3.0,3.0,1540.0,0,0,Low
sector 99a,flat,0.85,2.0,2.0,1133.0,0,0,Low
sector 71,flat,1.1,3.0,4.0,1631.0,1,0,Low
sector 70a,house,0.9,2.0,2.0,1319.0,1,0,High
sector 81,flat,3.3,4.0,5.0,3070.0,1,1,High
sohna road,flat,0.56,2.0,2.0,913.0,0,0,Medium
gwal pahari,flat,7.5,5.0,6.0,9050.0,1,0,Low
sector 22,flat,2.55,3.0,3.0,1860.09,0,0,Low
sector 37d,flat,1.72,3.0,3.0,1373.0,0,1,Low
sector 61,flat,2.57,3.0,3.0,1630.09,0,1,Low
sector 70a,house,4.7,4.0,4.0,2610.0,0,0,Low
sector 62,flat,7.15,4.0,5.0,3925.0,1,1,High
sector 102,flat,1.9,3.0,4.0,1710.0,1,0,High
sector 70,flat,1.25,2.0,2.0,1222.0,0,1,Low
sector 72,flat,5.0,4.0,4.0,4000.0,1,1,High
sector 17b,house,7.2,4.0,4.0,3780.0,1,0,Low
sector 46,house,4.35,3.0,8.0,1836.0,0,1,Low
sector 54,house,2.0,9.0,9.0,66.0,1,0,Low
sector 108,flat,2.6,3.0,3.0,1711.09,0,0,Low
sector 84,flat,1.02,4.0,4.0,1896.0,1,0,Medium
sector 60,flat,3.0,3.0,3.0,2400.0,1,0,High
sector 80,flat,1.4,3.0,4.0,1922.0,1,0,Medium
sector 2,flat,0.98,2.0,2.0,1281.0,0,0,Medium
dlf phase,flat,6.2,4.0,4.0,2712.0,1,0,Low
sector 106,flat,6.3,5.0,6.0,3797.0,0,0,Medium
sector 50,house,15.0,4.0,4.0,4500.0,1,0,High
sector 11,house,1.8,8.0,5.0,2476.0,0,0,Low
sohna road,flat,0.32,2.0,2.0,743.0,0,0,Medium
sector 102,flat,2.15,3.0,3.0,1690.0,0,0,Low
sector 110,flat,3.25,4.0,4.0,3077.0,1,0,Medium
sector 50,flat,2.65,3.0,3.0,2491.0,1,0,High
sector 72,flat,3.5,4.0,5.0,2625.0,1,0,Low
sector 78,flat,0.9,3.0,3.0,1900.0,1,0,Medium
sector 81,house,0.75,3.0,2.0,1095.0,0,1,Medium
sector 38,house,4.0,4.0,9.0,4800.0,0,0,High
sector 110,flat,4.1,5.0,5.0,3500.0,1,0,High
sector 95,flat,0.56,2.0,2.0,1234.0,0,0,Medium
sector 56,house,3.6,5.0,5.0,1449.0,0,0,Low
sector 67,flat,3.4,3.0,4.0,2134.0,1,0,High
sector 89,flat,0.9,2.0,2.0,998.0,0,1,Low
sector 7,house,2.25,5.0,3.0,148.0,0,0,Low
sohna road,flat,0.95,2.0,2.0,1050.0,0,1,Medium
sohna road,flat,0.53,2.0,2.0,913.0,0,0,High
sector 70a,flat,1.6,4.0,4.0,1600.0,0,1,Low
sector 4,house,0.5,2.0,3.0,540.0,0,0,Low
sector 33,house,8.5,5.0,5.0,4770.0,1,1,Medium
sohna road,flat,0.55,2.0,2.0,828.0,0,0,Medium
sector 50,house,10.55,5.0,5.0,3240.0,1,1,Low
sector 36,house,0.66,2.0,2.0,823.0,0,0,Low
sector 102,flat,2.2,3.0,4.0,1186.0,1,1,Low
sohna road,flat,0.83,3.0,2.0,1244.0,0,0,Low
sector 14,house,5.51,3.0,3.0,3249.0,0,0,Low
sector 1a,flat,1.6,4.0,6.0,2611.0,1,1,Low
sector 86,flat,1.25,3.0,4.0,1747.0,1,0,Medium
sector 21,house,0.45,3.0,2.0,594.0,0,0,Low
sector 88a,flat,1.5,3.0,3.0,2056.0,0,0,Low
sector 50,house,12.0,3.0,4.0,3240.0,1,1,Medium
sector 48,house,19.5,5.0,6.0,8775.0,1,1,Medium
sector 102,flat,1.75,3.0,3.0,1465.0,1,1,Low
sector 109,house,6.3,4.0,5.0,7000.0,0,0,Medium
sector 4,house,0.51,1.0,4.0,360.0,0,0,Low
sector 85,flat,1.3,2.0,2.0,1406.0,0,0,Medium
sector 81,flat,2.25,3.0,4.0,2300.0,1,1,Medium
dlf phase,house,12.0,4.0,5.0,2844.0,1,0,Medium
sector 102,flat,1.82,3.0,4.0,1757.0,1,0,Medium
sohna road,flat,0.22,1.0,1.0,778.0,0,0,Medium
sector 28,house,6.0,4.0,4.0,2700.0,0,1,Medium
sector 82,flat,0.99,3.0,4.0,1620.0,1,0,Medium
sector 102,flat,1.75,3.0,4.0,1748.0,1,0,Medium
sector 82,flat,0.8,2.0,2.0,1383.0,0,0,Low
sector 5,house,3.5,5.0,4.0,2367.0,0,0,Low
sector 65,flat,2.0,2.0,2.0,1433.0,0,0,Low
sector 90,flat,0.65,2.0,2.0,1222.0,0,1,Medium
dwarka expressway,flat,1.08,3.0,3.0,1758.0,0,0,Low
sector 90,flat,1.13,3.0,3.0,1566.0,0,0,Medium
sector 21,flat,0.8,2.0,2.0,1256.0,0,0,Low
sector 90,flat,1.21,3.0,3.0,1581.0,0,0,Medium
sector 71,flat,0.59,2.0,2.0,639.0,0,0,Medium
sector 108,flat,0.9,2.0,3.0,1161.0,1,0,Medium
sector 83,flat,1.75,3.0,3.0,1600.0,1,0,High
sohna road,flat,0.32,2.0,2.0,1000.0,0,0,Low
sector 77,flat,1.05,3.0,3.0,1600.0,0,0,Low
sohna road,flat,0.21,1.0,1.0,500.0,0,0,Low
sector 53,flat,6.5,4.0,5.0,3000.0,1,1,High
sector 69,flat,1.38,3.0,3.0,1392.0,0,0,High
sector 63a,house,8.5,6.0,6.0,3132.0,0,0,Low
sector 69,flat,1.7,4.0,4.0,1819.0,0,0,Medium
sector 89,flat,1.42,3.0,3.0,1581.0,0,0,Low
sector 63,flat,3.35,3.0,3.0,2034.0,0,0,Low
sector 102,flat,1.54,3.0,3.0,1314.0,1,0,Medium
sector 33,house,9.5,5.0,7.0,4500.0,1,1,Medium
sector 4,house,0.85,3.0,3.0,1130.0,0,0,Low
sector 12,flat,0.65,3.0,3.0,1167.0,0,0,Low
sector 90,flat,1.27,3.0,3.0,1500.0,0,0,Medium
sector 79,flat,0.36,2.0,2.0,546.0,0,0,Medium
sector 11,house,2.1,2.0,6.0,1215.0,0,0,Low
sector 27,house,8.0,9.0,9.0,3042.0,1,1,Medium
sector 56,flat,1.55,3.0,3.0,1810.0,1,0,Low
dlf phase,house,11.0,5.0,5.0,3096.0,1,1,Low
sector 81,flat,1.28,3.0,3.0,1982.0,1,0,Low
sector 104,flat,2.3,3.0,4.0,2217.0,1,0,Medium
sector 95,flat,0.2,1.0,1.0,407.0,0,0,Medium
sohna road,flat,0.85,2.0,2.0,978.0,0,0,Medium
sector 50,flat,1.05,2.0,2.0,1098.0,0,0,Medium
sector 30,flat,0.69,2.0,2.0,896.0,0,0,Medium
sector 102,flat,1.91,3.0,4.0,1587.0,1,1,High
sohna road,flat,0.56,2.0,2.0,913.0,0,0,Medium
sector 37c,flat,1.05,3.0,3.0,1738.0,0,0,Medium
sector 65,flat,1.9,2.0,2.0,1141.0,0,0,Medium
sector 50,house,6.8,4.0,4.0,2160.0,1,1,Medium
sector 27,house,4.25,5.0,5.0,1350.0,1,0,Low
sector 92,flat,1.1,4.0,4.0,2286.0,1,0,Medium
sushant lok,flat,8.44,4.0,5.0,5000.0,1,0,Medium
sector 104,flat,1.58,2.0,3.0,1538.0,1,0,Medium
sector 8,house,0.32,2.0,3.0,450.0,0,0,Low
sohna road,flat,0.78,2.0,2.0,1319.0,0,1,Medium
sector 105,flat,0.42,3.0,2.0,1111.0,0,0,Low
sector 37c,flat,1.43,3.0,3.0,1834.0,1,0,Low
sector 106,flat,1.32,4.0,5.0,1535.0,1,0,Low
sector 109,flat,1.45,3.0,4.0,1797.0,1,0,Medium
sector 92,flat,0.87,4.0,4.0,1584.0,0,0,Medium
sector 86,flat,1.55,3.0,3.0,1900.0,0,0,Low
dlf phase,house,31.5,7.0,9.0,9000.0,1,1,Medium
sector 74,flat,1.78,2.0,2.0,1582.0,0,0,Medium
c block,house,6.5,5.0,4.0,1836.2,1,0,Medium
sector 74,flat,1.5,2.0,2.0,1300.0,0,0,High
sector 71,flat,0.9,1.0,1.0,683.0,0,0,Medium
sector 47,house,5.15,3.0,9.0,1935.0,0,0,Medium
sector 90,flat,1.25,3.0,3.0,1557.0,0,0,Medium
sector 89,flat,1.1,3.0,2.0,1550.0,0,0,Low
sector 81,flat,1.35,3.0,3.0,1989.0,0,0,Medium
dlf phase,house,16.0,5.0,6.0,4500.0,0,0,Low
sushant lok,flat,2.5,3.0,3.0,195.0,0,0,Low
sector 63,flat,7.9,4.0,4.0,3950.0,0,0,Medium
sector 86,flat,0.8,2.0,2.0,1360.0,0,0,Low
sector 109,house,5.7,4.0,4.0,5400.0,1,1,Medium
sector 9,house,3.2,3.0,3.0,2367.0,0,0,Low
sector 77,flat,1.55,4.0,4.0,1800.0,1,1,Low
sector 85,flat,1.1,3.0,4.0,1467.0,1,0,Medium
sector 37c,flat,1.44,3.0,3.0,2211.0,1,0,Low
sector 7,house,2.25,3.0,3.0,1440.0,0,0,Low
sohna road,flat,0.46,2.0,2.0,800.0,0,0,Medium
gwal pahari,flat,1.28,3.0,3.0,1489.0,0,0,Low
sector 50,house,9.8,4.0,4.0,3240.0,1,0,Low
sector 51,house,2.25,6.0,3.0,900.0,0,0,Medium
sector 86,flat,0.45,2.0,2.0,637.0,0,0,Low
sector 31,house,3.5,4.0,3.0,1449.0,0,0,Medium
sector 82a,flat,1.87,3.0,3.0,1668.0,0,0,Low
sector 83,flat,1.48,3.0,3.0,1549.0,1,0,Medium
sector 109,house,6.2,5.0,5.0,2430.0,1,0,Medium
sector 90,flat,1.25,4.0,4.0,2861.0,0,1,High
sector 2,flat,0.98,2.0,2.0,1416.0,0,1,Medium
sector 37d,flat,1.8,4.0,3.0,2025.0,1,1,Low
sohna road,flat,0.4,2.0,2.0,661.0,0,0,Low
sector 81,flat,2.3,3.0,4.0,1854.0,1,0,High
sector 46,house,2.25,4.0,3.0,90.0,0,1,Low
sector 65,flat,2.8,3.0,3.0,1828.03,0,0,Low
sector 90,flat,0.7,2.0,2.0,1224.0,0,1,Medium
sector 89,flat,1.1,3.0,1.0,1103.0,0,0,Low
manesar,flat,0.75,3.0,2.0,1502.0,0,0,Low
sector 95,flat,0.55,3.0,2.0,866.0,0,1,Low
south city,house,9.25,9.0,9.0,5000.0,1,1,Medium
sector 71,flat,1.35,4.0,4.0,2127.0,1,0,Low
sector 15,house,10.0,5.0,5.0,4518.0,0,0,Low
sector 70,flat,2.0,4.0,5.0,2114.0,1,0,Medium
sector 79,flat,1.1,2.0,2.0,1223.0,0,0,Low
sector 111,flat,4.67,4.0,4.0,3056.0,0,0,Medium
sector 81,flat,0.87,2.0,2.0,1300.0,0,0,Medium
sector 48,house,18.5,4.0,4.0,7000.0,0,0,Low
sector 63,house,8.5,4.0,4.0,3950.0,0,0,Medium
sector 85,flat,1.31,2.0,2.0,1822.0,1,0,Medium
sector 102,flat,2.22,3.0,4.0,2000.0,1,1,Medium
sector 113,flat,2.57,4.0,5.0,2060.0,0,1,Medium
sector 74,flat,2.25,3.0,3.0,1938.0,1,0,High
sector 31,house,3.69,4.0,4.0,1557.0,1,1,Medium
sector 105,house,0.55,2.0,4.0,56.0,0,0,Low
sector 3,house,0.55,2.0,2.0,810.0,0,0,Low
sector 81,flat,2.5,3.0,3.0,1700.0,1,0,High
sector 70a,flat,1.75,3.0,4.0,1706.0,0,0,Low
sector 106,flat,2.1,4.0,6.0,2131.0,1,0,Medium
sector 70,flat,1.65,3.0,4.0,1765.0,1,0,Medium
dlf phase,house,4.5,3.0,3.0,1350.0,0,0,Medium
dlf phase,house,16.0,6.0,5.0,6000.0,0,0,Low
sector 12,flat,0.53,3.0,3.0,995.0,0,0,Low
sector 66,house,12.0,5.0,5.0,3240.0,1,0,Medium
sector 81,flat,0.45,2.0,2.0,664.0,0,0,Low
sector 37d,flat,1.36,3.0,3.0,1535.0,0,0,Low
sector 105,house,0.5,2.0,2.0,100.0,0,0,Low
sector 79,flat,1.5,3.0,4.0,1416.0,1,0,Medium
sector 112,flat,5.31,4.0,6.0,3573.0,1,0,Medium
sector 99a,flat,0.32,2.0,2.0,601.0,0,0,Low
sector 81,flat,1.0,2.0,2.0,1131.0,0,0,Low
sector 8,house,0.45,1.0,1.0,556.0,0,0,Low
sohna road,flat,0.4,2.0,2.0,615.0,0,0,Low
sector 82,flat,1.45,4.0,3.0,1800.0,0,0,Medium
sector 107,flat,1.32,3.0,3.0,1758.0,0,0,Medium
sector 77,flat,2.1,3.0,4.0,1600.0,1,0,Medium
sector 48,house,7.25,4.0,4.0,3240.0,1,1,Medium
sector 4,house,1.9,4.0,3.0,211.0,0,0,Low
sector 12,house,1.0,3.0,7.0,3750.0,0,0,Low
sector 85,flat,2.03,4.0,4.0,2225.0,0,0,Low
sector 2,house,3.65,3.0,9.0,1557.0,1,0,Medium
sector 81,flat,1.4,3.0,3.0,1475.0,0,0,Medium
sector 69,flat,1.3,3.0,3.0,1392.0,0,0,Medium
sector 72,flat,3.2,4.0,4.0,2600.0,1,0,High
sector 109,flat,1.65,3.0,3.0,1650.0,0,0,High
sohna road,flat,0.25,2.0,2.0,481.0,0,0,Low
sector 103,house,2.25,3.0,5.0,3534.0,0,0,Low
sector 74,flat,1.52,2.0,2.0,1250.0,0,0,High
sohna road,flat,0.78,3.0,3.0,1344.0,0,0,High
sector 104,flat,1.83,3.0,4.0,2000.0,1,0,High
sector 88a,flat,1.4,3.0,3.0,1674.0,0,0,Low
sohna road,house,0.85,3.0,2.0,1120.0,0,0,Low
sector 33,flat,1.3,3.0,2.0,1409.0,0,0,Low
sector 3,house,0.68,5.0,3.0,1755.0,0,0,Low
sector 83,flat,1.75,3.0,3.0,1549.0,1,0,Medium
sector 69,flat,1.95,4.0,4.0,1819.0,0,0,High
sector 3,flat,0.5,2.0,2.0,722.0,0,0,Low
sector 85,flat,1.25,3.0,4.0,1900.0,1,0,High
sohna road,flat,0.4,2.0,2.0,762.0,0,0,Medium
sector 72,flat,3.5,4.0,5.0,2625.0,1,0,Low
sector 113,flat,2.0,3.0,3.0,1806.0,0,0,Medium
sector 102,flat,2.65,4.0,5.0,2311.0,1,0,Medium
sector 92,flat,0.45,2.0,2.0,646.0,0,1,Low
sector 103,flat,1.25,3.0,3.0,1464.0,0,0,Medium
sector 65,flat,3.29,3.0,3.0,1828.08,0,0,Low
sector 108,flat,3.95,3.0,5.0,2343.1,1,0,Medium
sector 82a,flat,2.91,4.0,4.0,3902.0,1,1,Medium
sector 65,flat,4.95,3.0,3.0,2816.0,1,0,Medium
sector 69,flat,3.25,4.0,5.0,2910.0,0,0,Low
sector 85,flat,1.75,3.0,3.0,1825.0,0,0,Low
sector 89,flat,1.14,3.0,3.0,1581.0,0,1,Medium
sector 60,house,18.02,9.0,12.0,6390.0,1,0,Medium
sector 102,flat,1.4,3.0,3.0,1413.0,1,0,Low
sector 48,flat,3.65,3.0,3.0,2395.01,0,0,High
sector 102,flat,1.35,3.0,3.0,1314.0,1,0,Medium
sohna road,flat,0.85,3.0,2.0,1080.0,0,0,Low
sector 69,flat,2.0,4.0,4.0,1889.0,0,0,High
sector 4,house,0.55,2.0,1.0,75.0,0,0,Low
sector 84,flat,0.9,3.0,3.0,1652.0,0,0,Medium
sector 71,flat,1.0,3.0,3.0,1344.0,0,0,Low
sector 82,house,1.4,3.0,3.0,1700.0,0,0,Medium
sector 48,house,8.5,4.0,4.0,3240.0,1,0,Medium
sector 50,flat,2.97,3.0,3.0,2600.0,1,0,High
sector 4,house,0.58,2.0,2.0,67.0,0,0,Low
sector 65,flat,2.8,3.0,3.0,1866.67,0,0,Medium
sector 56,house,7.25,8.0,8.0,2727.0,0,0,Low
sector 72,flat,4.25,4.0,4.0,2941.0,1,0,High
sector 3,house,0.9,3.0,4.0,3500.0,0,0,Low
sector 2,flat,1.55,3.0,4.0,1738.0,1,0,Medium
sector 112,flat,2.5,2.0,2.0,1939.0,0,1,High
sector 43,flat,1.5,3.0,3.0,1385.0,0,0,High
sector 90,flat,2.0,4.0,4.0,2468.0,1,0,Low
sector 38,house,3.5,3.0,3.0,1440.0,0,0,Low
sector 71,flat,1.0,1.0,1.0,869.0,0,0,Medium
sector 95,flat,0.56,2.0,2.0,896.0,0,0,Low
sector 92,flat,0.99,3.0,2.0,1661.0,0,0,Low
sector 12,flat,0.35,3.0,3.0,905.0,0,0,Low
sector 22,flat,1.99,2.0,2.0,1285.0,0,0,Low
sector 33,flat,1.25,2.0,2.0,1539.0,0,0,Low
sector 2,flat,1.0,2.0,3.0,1000.0,0,0,Low
sector 37c,flat,0.38,2.0,2.0,925.0,0,0,Medium
sector 37c,flat,1.35,3.0,3.0,1820.0,0,0,Medium
sector 69,flat,1.43,3.0,3.0,1305.0,0,0,Medium
sector 37d,flat,1.1,3.0,3.0,1439.0,0,0,Low
sector 66,flat,1.85,2.0,3.0,1470.0,1,0,Medium
sector 86,flat,0.95,3.0,2.0,1878.0,0,0,Low
sector 76,flat,0.5,2.0,2.0,844.0,0,0,Medium
sector 66,flat,1.51,2.0,2.0,1188.0,0,0,Medium
sector 33,flat,1.39,3.0,2.0,1333.0,0,0,Medium
sector 69,flat,1.38,3.0,3.0,1392.0,0,0,Medium
sector 61,flat,1.47,2.0,2.0,1278.0,0,1,Medium
sector 66,flat,1.7,2.0,2.0,1072.0,0,0,Medium
sector 72,flat,3.25,3.0,3.0,2986.0,1,0,Medium
sector 37d,flat,1.72,3.0,3.0,1983.0,1,0,Low
dlf phase,house,6.5,4.0,4.0,1800.0,1,1,Medium
sector 58,flat,2.2,2.0,2.0,1244.0,0,0,Low
sector 107,flat,1.01,2.0,2.0,1200.0,0,0,Medium
sector 1,flat,2.01,4.0,4.0,1956.0,0,0,Low
sector 48,flat,4.25,4.0,5.0,4120.0,0,1,Medium
sector 66,house,19.0,5.0,6.0,6667.0,1,0,Medium
sector 69,flat,1.8,3.0,3.0,1893.0,0,0,Low
sohna road,flat,0.95,3.0,2.0,1210.0,0,0,Low
sector 72,flat,4.0,4.0,5.0,2629.0,1,0,Low
sector 48,flat,3.45,3.0,3.0,1869.01,0,0,Low
sector 51,flat,3.55,5.0,6.0,5200.0,1,1,High
sector 92,flat,0.42,3.0,3.0,711.0,0,0,Low
sector 70a,flat,1.65,2.0,2.0,1142.0,0,0,Medium
dlf phase,house,11.0,8.0,11.0,5000.0,1,1,Low
sector 83,flat,1.6,3.0,3.0,1674.0,1,1,High
sector 108,flat,2.15,3.0,4.0,4600.0,0,1,Low
sector 2,flat,3.35,4.0,4.0,5000.0,0,1,Medium
dlf phase,house,11.75,4.0,5.0,2844.0,1,1,Medium
sector 2,flat,0.98,2.0,2.0,1281.0,0,0,Medium
sector 106,flat,1.28,3.0,4.0,1186.0,1,0,Low
sector 72,flat,4.1,3.0,3.0,2308.0,1,0,Low
sector 4,flat,0.45,2.0,2.0,944.0,0,0,Low
sector 66,flat,2.4,3.0,2.0,1700.0,1,0,High
sector 68,flat,1.15,2.0,2.0,1127.0,0,0,Low
sector 95,flat,0.35,2.0,2.0,637.0,0,0,Low
sector 54,flat,1.55,3.0,3.0,2000.0,0,0,Medium
sector 81,flat,2.29,3.0,4.0,1900.0,1,0,Medium
sector 103,flat,2.45,4.0,4.0,2602.0,1,1,Low
sector 81,flat,1.45,3.0,2.0,1352.0,0,0,Low
sohna road,flat,2.6,2.0,2.0,4987.53,0,0,Low
sector 52,flat,1.85,3.0,3.0,2127.0,1,0,Low
sector 79,flat,2.5,3.0,3.0,2244.0,0,0,Low
sector 106,flat,1.05,3.0,4.0,1345.0,1,0,High
sector 48,house,5.5,4.0,4.0,2340.0,1,0,Low
sector 90,flat,1.54,4.0,4.0,2200.0,1,0,Medium
sector 37c,flat,1.0,3.0,3.0,1708.0,0,0,Low
sector 54,flat,1.75,3.0,4.0,1900.0,1,0,Medium
sohna road,flat,0.53,2.0,2.0,939.0,0,0,High
sector 108,flat,3.0,4.0,5.0,2204.0,1,0,Medium
sector 69,flat,2.05,4.0,4.0,1889.0,0,0,High
sector 86,flat,0.5,2.0,2.0,668.0,0,0,Low
sector 82,house,1.6,4.0,4.0,2425.0,1,0,Medium
sector 2,flat,0.56,1.0,1.0,722.0,0,0,Medium
sector 65,flat,2.3,3.0,4.0,1833.0,1,1,High
sector 82,flat,0.81,2.0,2.0,1176.0,0,0,Medium
sector 50,house,6.95,3.0,3.0,2160.0,1,0,High
sector 70a,flat,2.55,3.0,3.0,2000.0,1,0,High
sector 47,flat,2.15,3.0,4.0,1950.0,1,0,Low
sector 47,house,5.25,9.0,9.0,4650.0,1,0,Medium
sector 65,flat,2.35,3.0,3.0,1650.0,1,1,High
sector 88a,flat,1.15,2.0,2.0,1380.0,0,1,High
sector 112,flat,5.6,4.0,6.0,3655.0,1,0,High
sector 90,flat,1.7,4.0,4.0,2005.0,1,0,Low
sector 112,flat,5.2,4.0,6.0,3655.0,1,0,High
sector 83,flat,0.75,3.0,3.0,1162.0,0,0,Low
sector 4,house,0.47,2.0,2.0,50.0,0,1,Medium
sector 83,flat,1.4,4.0,4.0,2167.0,1,0,Low
sector 68,flat,1.85,3.0,3.0,1798.0,0,0,Low
sector 106,flat,1.15,3.0,3.0,1650.0,1,0,High
sector 1,flat,0.85,3.0,3.0,2081.0,1,0,Low
new gurgaon,flat,0.85,4.0,4.0,1607.0,0,0,Low
sector 65,flat,13.2,4.0,4.0,12222.0,1,0,Medium
dlf phase,house,13.5,5.0,5.0,4518.0,1,1,Medium
sector 83,flat,1.15,3.0,3.0,1607.0,0,0,Medium
sector 70,flat,1.67,3.0,5.0,1527.0,1,0,Medium
sector 12,house,2.9,7.0,7.0,2700.0,0,0,Low
surat nagar,house,0.3,2.0,3.0,50.0,0,0,Low
sohna road road,house,1.2,1.0,4.0,450.0,0,0,Low
sector 4,house,1.1,3.0,4.0,990.0,0,0,Low
sector 82,flat,1.38,4.0,5.0,2294.0,1,0,Medium
sector 78,flat,0.95,3.0,3.0,1730.0,0,0,Medium
sector 2,flat,1.5,3.0,4.0,1738.0,1,0,Medium
sector 86,flat,1.35,3.0,3.0,1746.0,0,0,Medium
sector 33,flat,2.1,3.0,3.0,1619.0,0,0,Low
