sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 2,flat,0.95,2.0,2.0,1573.0,0,0,Medium
sector 108,flat,3.95,4.0,5.0,2343.0,0,0,Medium
sector 69,flat,1.55,3.0,3.0,1455.0,0,0,Medium
sector 60,flat,3.8,4.0,5.0,2791.0,1,0,Medium
sector 67,house,3.0,4.0,4.0,2800.0,0,0,Low
sector 109,house,6.15,5.0,5.0,2250.0,1,0,Medium
sector 2,flat,0.2,1.0,1.0,556.0,0,0,Low
sector 76,house,0.75,2.0,2.0,745.0,0,0,Low
sector 81,flat,2.45,3.0,3.0,1800.0,1,0,High
sector 109,flat,2.2,3.0,3.0,2576.0,1,0,Medium
sector 86,flat,1.23,2.0,2.0,1339.0,0,1,Low
sector 82,flat,1.75,4.0,5.0,2535.0,0,0,Medium
sector 56,house,2.95,2.0,2.0,1449.0,0,0,Low
sohna road,flat,0.35,2.0,2.0,521.0,0,0,Low
sector 102,flat,1.24,2.0,2.0,1100.0,0,0,Medium
sector 88b,flat,0.92,2.0,2.0,1300.0,0,0,High
sector 49,house,2.8,3.0,3.0,1800.1,0,0,Medium
sector 92,flat,0.85,3.0,3.0,1801.0,0,0,Medium
sector 36,flat,0.85,3.0,2.0,833.0,0,0,Low
sector 102,flat,2.15,3.0,4.0,1945.0,1,1,Medium
sector 37c,flat,0.99,3.0,3.0,1643.0,1,0,Low
sector 67,flat,2.85,4.0,4.0,2127.0,1,0,Medium
sector 92,house,0.75,2.0,2.0,959.0,0,0,Low
sector 111,flat,0.6,2.0,2.0,789.0,0,0,Medium
sector 3,house,0.75,2.0,2.0,130.0,0,0,Low
sector 14,house,5.0,3.0,3.0,2250.0,0,0,Low
sector 72,flat,4.0,4.0,5.0,2800.0,1,0,High
sector 66,flat,3.45,3.0,4.0,2000.0,1,0,Medium
c block,house,5.25,4.0,4.0,1935.0,1,1,Medium
sector 21,house,1.6,5.0,5.0,120.0,0,0,Low
sector 53,flat,5.0,3.0,4.0,3222.0,1,0,Low
sushant lok,house,1.9,3.0,3.0,60.0,0,0,Low
sector 59,flat,3.78,3.0,3.0,2550.0,0,0,Low
sector 89,flat,1.5,3.0,3.0,1944.0,0,0,Low
sector 36,flat,0.82,3.0,2.0,1201.0,0,0,Low
sector 107,flat,1.49,3.0,4.0,2137.0,1,0,High
sector 7,house,0.83,2.0,3.0,524.0,0,0,Low
sector 85,flat,1.09,2.0,2.0,1638.0,0,0,High
sector 82,house,5.0,4.0,4.0,3240.0,1,0,Low
sector 69,flat,1.36,3.0,3.0,1291.0,0,0,Medium
sector 102,flat,1.95,3.0,3.0,1616.0,0,0,High
sector 92,flat,0.95,4.0,3.0,1770.0,0,0,Medium
sector 50,flat,1.85,3.0,3.0,1662.0,0,0,Low
sector 92,flat,0.85,3.0,3.0,1423.0,0,0,Medium
sector 107,flat,0.4,2.0,2.0,577.0,0,0,Medium
sector 99a,flat,1.56,3.0,5.0,1807.0,1,0,Low
sector 1,flat,0.91,3.0,3.0,1900.0,1,0,Low
sector 85,flat,2.15,4.0,5.0,2545.0,1,0,High
sector 95,flat,0.41,2.0,2.0,670.0,0,0,Medium
sector 2,flat,1.51,3.0,4.0,1738.0,1,0,Medium
sector 66,flat,2.7,4.0,4.0,2501.0,1,0,Low
sector 89,flat,1.71,3.0,2.0,1423.0,0,0,Low
sector 88a,flat,0.45,2.0,2.0,694.0,0,0,Low
sector 61,flat,1.6,2.0,2.0,1278.0,0,0,Low
sector 79,flat,1.2,3.0,3.0,1320.0,0,1,Medium
sector 56,house,7.5,8.0,8.0,3240.0,1,1,Low
sector 86,flat,0.9,3.0,3.0,1690.0,0,0,Low
sector 68,flat,1.9,3.0,3.0,2288.0,1,0,Low
sector 68,flat,0.93,2.0,2.0,1200.0,0,0,Low
sector 70a,flat,2.3,3.0,3.0,1946.0,0,0,Medium
sector 90,flat,1.9,4.0,4.0,2468.0,1,0,Medium
sohna road,flat,1.1,2.0,2.0,1319.0,0,1,Low
sector 92,flat,0.7,3.0,2.0,1325.0,0,0,Medium
sector 69,flat,1.4,3.0,3.0,1428.0,0,0,Medium
sector 92,flat,1.5,3.0,3.0,1738.0,0,0,Low
sector 77,flat,1.65,4.0,3.0,1765.0,1,0,Medium
sector 89,flat,1.3,3.0,3.0,1581.0,0,1,Low
sector 82a,flat,2.2,3.0,3.0,1893.0,1,0,High
sector 4,house,2.3,4.0,4.0,1440.0,0,0,Low
sector 82,flat,3.0,4.0,6.0,4425.0,1,0,Medium
sector 85,flat,1.84,3.0,4.0,2026.0,0,0,High
sector 107,flat,0.38,2.0,2.0,627.0,0,0,Low
sector 88b,flat,0.92,2.0,2.0,1350.0,0,0,Low
sector 67,flat,3.4,3.0,4.0,2016.0,1,0,High
sector 37d,flat,0.71,2.0,2.0,1100.0,0,0,Low
sector 69,house,2.95,4.0,3.0,1800.0,0,0,Medium
sector 3,house,0.9,3.0,3.0,112.0,0,0,Low
sector 33,flat,1.2,2.0,2.0,1492.0,0,1,Medium
sector 3,house,3.5,1.0,1.0,3800.0,0,0,Low
sector 109,house,9.4,5.0,6.0,3600.0,1,1,Medium
sector 92,flat,0.21,1.0,1.0,336.0,0,0,Medium
sector 81,house,0.89,1.0,1.0,1095.0,0,0,Low
sector 65,flat,1.9,2.0,2.0,1358.0,0,0,Low
sector 106,flat,1.15,3.0,4.0,1186.0,1,1,High
manesar,flat,1.0,3.0,4.0,2480.0,0,0,Low
sector 63a,flat,2.2,2.0,3.0,997.0,0,0,Medium
sector 49,flat,2.51,3.0,3.0,2061.09,0,1,Medium
sector 23,flat,0.55,2.0,2.0,995.0,0,0,Low
dlf phase,flat,2.26,3.0,3.0,1700.0,1,0,High
sector 50,house,10.3,5.0,6.0,3240.0,1,1,High
sector 69,flat,1.32,3.0,3.0,1419.0,0,0,Medium
sector 90,flat,0.65,2.0,2.0,1222.0,0,1,High
sector 50,flat,1.82,3.0,3.0,1830.0,0,0,High
sector 85,flat,1.2,2.0,2.0,1491.0,0,0,Medium
sector 40,house,5.0,9.0,9.0,2367.0,0,0,Medium
sector 4,house,5.0,3.0,3.0,4950.0,0,0,Low
sector 89,flat,0.88,2.0,2.0,1103.0,0,0,Low
sector 54,flat,11.0,4.0,6.0,2826.0,1,0,Medium
sector 102,flat,2.5,3.0,3.0,1653.0,0,0,High
sector 89,flat,1.5,3.0,3.0,1923.0,1,1,Medium
sector 86,flat,1.26,3.0,3.0,1747.0,1,0,Medium
sector 9a,flat,1.25,4.0,3.0,2007.0,1,0,Low
sector 108,flat,2.08,4.0,4.0,2631.0,1,0,Medium
sector 83,flat,1.55,3.0,3.0,1400.0,1,0,High
sector 37c,flat,0.4,2.0,2.0,667.0,0,0,Low
sector 48,house,8.5,4.0,5.0,4000.0,1,1,Low
sector 65,flat,5.5,3.0,4.0,2803.0,1,0,Low
sector 56,flat,1.5,3.0,3.0,1900.0,1,0,Medium
sector 49,flat,1.9,3.0,3.0,2006.0,1,0,Medium
sector 109,flat,1.4,3.0,3.0,1584.0,0,0,Medium
sector 1,flat,0.48,2.0,2.0,993.0,0,0,Medium
sector 109,house,6.5,4.0,4.0,5400.0,1,0,High
sector 57,house,3.8,2.0,8.0,1458.0,0,0,Medium
sector 106,flat,1.25,3.0,4.0,1186.0,1,0,High
sector 1,flat,0.9,4.0,4.0,2233.0,0,0,Low
sector 7,house,0.69,1.0,1.0,758.0,0,0,Low
sector 70a,flat,2.6,3.0,2.0,2406.0,1,0,Medium
sector 85,flat,1.5,4.0,5.0,2017.0,1,0,Low
sector 105,house,0.65,3.0,2.0,720.0,0,0,Low
sector 77,flat,0.92,3.0,3.0,1602.0,0,0,Low
sector 70,flat,1.8,3.0,5.0,2167.0,0,0,Medium
sector 103,house,3.15,4.0,5.0,4700.0,0,0,Medium
sector 67a,flat,0.6,2.0,2.0,633.0,0,0,Low
sector 83,flat,1.1,3.0,3.0,1600.0,0,0,Medium
sector 108,flat,0.8,3.0,3.0,1663.0,0,0,High
sector 59,flat,4.25,3.0,4.0,2077.0,0,0,Low
sector 63,flat,8.5,4.0,4.0,3950.0,0,0,Medium
sector 113,flat,2.33,3.0,3.0,2098.0,1,0,High
sector 33,house,1.15,2.0,2.0,1400.0,0,1,Medium
sector 2,house,9.0,5.0,5.0,4680.0,1,1,Medium
sector 37c,flat,0.7,2.0,3.0,1299.0,0,1,Medium
sector 9,house,3.5,9.0,9.0,2610.0,0,1,Low
sector 106,flat,1.4,4.0,6.0,1535.0,1,0,High
sector 109,flat,1.35,3.0,2.0,1477.0,0,0,Medium
sector 6,house,1.0,6.0,4.0,240.0,0,0,Low
sector 81,flat,0.96,2.0,2.0,1194.0,0,0,Low
sector 90,flat,1.95,4.0,4.0,2456.0,1,0,High
sector 108,flat,1.9,2.0,2.0,1250.0,0,0,Medium
sector 90,flat,1.51,4.0,4.0,2362.0,1,0,Medium
sector 89,flat,0.42,2.0,2.0,769.0,0,0,Low
sector 82,house,4.7,3.0,3.0,2160.0,1,0,Low
sector 56,flat,1.37,3.0,3.0,1450.0,0,0,High
sector 36,flat,0.72,3.0,2.0,1244.0,0,0,Low
sector 30,flat,3.55,3.0,5.0,2367.0,1,0,Medium
sector 61,flat,2.0,3.0,3.0,1721.0,0,0,Medium
sector 66,house,12.0,5.0,6.0,3150.0,1,0,High
sector 63,flat,2.2,3.0,4.0,1554.0,0,1,Medium
sector 89,flat,0.75,2.0,2.0,1032.0,0,0,Low
sector 112,flat,5.6,4.0,6.0,3662.0,1,0,High
sector 45,house,7.35,6.0,4.0,2475.0,1,1,Medium
dlf phase,house,10.85,6.0,6.0,2844.0,0,0,Medium
sector 102,flat,0.97,2.0,2.0,747.0,0,0,Medium
sector 49,flat,2.38,3.0,4.0,2061.0,0,1,Low
sector 4,house,0.67,3.0,2.0,783.0,0,0,Low
sector 102,flat,1.42,2.0,2.0,1368.0,0,0,Low
sector 81,flat,4.45,4.0,4.0,3850.0,1,1,Low
sector 102,flat,2.03,3.0,3.0,1336.0,0,0,Medium
sector 106,flat,0.95,2.0,2.0,940.0,0,0,Low
sushant lok,house,9.5,5.0,5.0,2250.0,1,0,Medium
sector 110,flat,3.7,4.0,5.0,3077.0,1,0,High
sector 81,flat,1.15,3.0,2.0,1463.0,0,1,Medium
sector 108,flat,1.5,3.0,4.0,2850.0,0,0,Low
sector 28,flat,0.95,2.0,1.0,1188.0,0,0,Medium
sector 33,flat,1.25,2.0,2.0,1385.0,0,0,Medium
sector 49,flat,3.0,4.0,4.0,2200.0,1,0,Medium
sector 17,house,3.5,2.0,6.0,1440.0,0,0,Low
sector 12,house,3.71,3.0,3.0,1872.0,0,0,Low
sohna road,flat,0.25,2.0,2.0,587.0,0,0,Low
sector 70,flat,1.5,3.0,5.0,1527.0,1,0,High
sector 83,flat,1.1,3.0,3.0,1588.0,0,1,High
sector 72,flat,3.19,4.0,5.0,2376.0,1,0,High
sector 61,flat,2.0,3.0,3.0,1538.0,0,0,Medium
sector 65,flat,2.75,4.0,4.0,1975.01,1,1,Medium
sector 70,flat,1.0,3.0,2.0,1078.0,0,0,Medium
sector 56,flat,1.39,3.0,3.0,1738.0,0,1,Medium
sector 112,flat,3.4,3.0,3.0,2225.0,0,0,High
sector 10a,house,3.6,3.0,4.0,1836.0,0,0,Low
sector 102,flat,1.4,3.0,3.0,1314.0,1,0,Medium
sector 3,flat,0.25,2.0,2.0,778.0,0,0,Low
sector 79,flat,2.55,4.0,5.0,2675.0,1,0,Low
sector 95,flat,0.31,2.0,2.0,610.0,0,0,Medium
sector 104,flat,1.9,3.0,3.0,1365.0,0,0,Medium
sector 103,flat,1.32,3.0,3.0,1300.0,0,1,Low
dlf phase,house,23.0,4.0,4.0,9000.0,1,1,Medium
sector 69,flat,1.68,4.0,4.0,1819.0,0,0,Medium
sector 21,house,0.6,3.0,3.0,972.0,0,0,Low
sector 37d,flat,1.1,2.0,2.0,1242.0,0,0,Medium
sector 54,flat,11.0,4.0,5.0,3444.0,1,1,Low
a block,house,7.85,9.0,9.0,2700.0,1,1,Low
sector 91,flat,0.96,2.0,2.0,1271.0,0,0,Medium
sector 83,flat,1.25,3.0,3.0,1792.0,1,0,Medium
sector 90,flat,1.3,4.0,5.0,2134.0,1,1,Medium
sector 68,flat,1.32,2.0,2.0,1364.0,0,1,Medium
sector 50,house,11.95,3.0,3.0,3240.0,1,1,Medium
sector 69,flat,1.42,3.0,3.0,1428.0,0,0,Medium
sector 84,flat,1.52,3.0,4.0,1703.0,1,0,Medium
sector 37d,flat,1.6,4.0,3.0,2000.0,0,0,Medium
sector 74,flat,2.45,3.0,3.0,1800.0,0,1,Medium
sector 39,house,15.0,5.0,5.0,4500.0,1,0,Low
sector 112,flat,3.65,3.0,5.0,2800.0,1,0,Medium
sector 37c,flat,0.87,2.0,3.0,1428.0,0,1,Low
sector 90,flat,1.42,4.0,4.0,2139.0,1,0,Low
sector 66,flat,4.85,4.0,4.0,3500.0,1,1,High
dlf phase,house,20.0,5.0,7.0,4500.0,1,0,Medium
sector 86,flat,0.67,2.0,2.0,1231.0,0,0,Medium
sector 107,flat,0.5,3.0,2.0,717.0,0,0,Low
sector 83,flat,1.4,3.0,3.0,1582.0,1,0,Medium
sector 33,flat,1.55,3.0,4.0,1421.0,1,0,Low
sector 106,flat,1.5,4.0,6.0,1535.0,1,0,High
sector 88a,flat,1.45,3.0,3.0,1993.0,0,0,Low
sector 92,flat,1.08,4.0,4.0,1891.0,1,0,Medium
sector 68,flat,1.13,2.0,2.0,1130.0,0,0,Medium
sector 6,house,0.4,4.0,2.0,1600.0,0,0,Low
sector 85,flat,1.8,3.0,3.0,141.0,0,0,Low
sector 109,house,6.8,4.0,5.0,5400.0,1,0,Low
sector 103,flat,0.3,1.0,2.0,401.0,0,0,Low
sector 85,flat,1.75,3.0,4.0,2179.0,1,0,Low
sector 33,house,11.5,5.0,6.0,4680.0,1,0,Medium
sector 95,flat,0.4,3.0,2.0,761.0,0,0,Low
sector 84,flat,0.37,2.0,2.0,532.0,0,0,Medium
sector 2,house,2.68,4.0,3.0,1557.0,0,0,Medium
sector 67a,flat,1.7,3.0,3.0,1346.0,1,0,Low
sector 76,flat,1.46,4.0,6.0,2398.0,1,0,Medium
valley view,flat,1.5,4.0,4.0,2013.0,1,1,Medium
dlf phase,house,10.75,9.0,9.0,3600.0,1,0,Medium
sector 47,flat,1.05,2.0,2.0,1108.0,0,0,Low
sector 70,flat,1.8,3.0,4.0,1527.0,1,0,Low
sector 106,flat,1.17,3.0,4.0,1186.0,1,0,Low
sector 37d,flat,1.25,3.0,3.0,2283.0,0,0,Low
sector 84,flat,2.2,4.0,4.0,3108.0,1,0,Medium
sohna road,flat,0.29,2.0,2.0,577.0,0,0,Low
sector 31,flat,5.5,4.0,5.0,2663.0,1,1,Medium
sector 7,house,1.15,5.0,3.0,1350.0,0,0,Low
sector 11,flat,0.33,2.0,2.0,761.0,0,0,Low
sector 86,flat,0.64,2.0,2.0,1360.0,0,0,Medium
sector 37c,flat,0.4,2.0,2.0,756.0,0,0,Medium
sector 26,house,3.25,3.0,3.0,8829.0,0,1,Medium
sector 104,flat,1.59,2.0,2.0,1403.0,0,0,Medium
sector 90,flat,0.7,2.0,2.0,1224.0,0,1,Medium
sector 63,flat,7.52,4.0,4.0,3956.0,0,0,Medium
sector 105,house,0.35,2.0,2.0,556.0,0,0,Low
sector 70a,house,4.02,4.0,4.0,5500.0,1,1,Medium
sector 67,flat,3.5,3.0,4.0,2134.0,1,0,High
dlf phase,house,4.35,5.0,4.0,1350.0,1,0,Low
sector 79,flat,1.85,3.0,4.0,1643.0,1,0,Low
sector 33,flat,1.7,3.0,3.0,1619.0,0,0,Low
sector 106,flat,1.82,3.0,2.0,1359.0,0,0,Low
sector 85,flat,2.15,3.0,5.0,2179.0,0,0,Medium
sector 81,flat,2.2,3.0,4.0,1900.0,1,0,Medium
sector 70a,house,5.35,4.0,4.0,6000.0,1,1,High
sector 69,flat,1.85,4.0,4.0,1819.0,0,0,High
sector 70,flat,1.66,3.0,5.0,1527.0,1,0,Medium
sector 104,flat,2.63,4.0,4.0,2953.0,1,0,High
sector 81,flat,0.95,2.0,2.0,1150.0,0,0,High
sector 82,flat,0.85,2.0,2.0,1294.0,0,1,Medium
sector 50,flat,2.35,3.0,3.0,2000.0,0,0,Medium
sector 37c,flat,1.25,3.0,3.0,1563.0,0,1,Low
sector 85,flat,2.6,3.0,3.0,2129.0,1,0,Low
sector 54,flat,7.0,4.0,6.0,2715.0,1,0,Medium
sector 65,flat,5.4,3.0,4.0,2696.0,1,1,High
sector 49,flat,2.23,3.0,3.0,1840.0,0,0,Low
sector 105,house,0.43,3.0,3.0,1050.0,0,0,Low
sector 53,house,4.0,5.0,5.0,2250.0,0,1,Low
sector 79,flat,1.2,3.0,3.0,1165.0,0,1,High
sector 72,flat,3.21,3.0,4.0,2140.0,1,0,High
sector 61,flat,1.7,2.0,2.0,1244.0,0,1,Medium
sector 111,flat,2.25,3.0,3.0,1538.0,0,0,Medium
sector 103,flat,2.45,4.0,6.0,2602.0,1,0,Low
sector 9a,flat,1.5,4.0,3.0,2056.0,0,0,Low
sector 12,flat,2.7,4.0,3.0,3150.0,0,0,Low
sector 14,house,3.5,6.0,4.0,1935.0,0,0,Low
sohna road,flat,0.54,2.0,2.0,939.0,0,0,High
sector 3,flat,0.22,2.0,2.0,570.0,0,0,Low
sector 7,house,2.0,2.0,2.0,1440.0,0,0,Low
sector 67,flat,3.05,3.0,3.0,2029.0,1,0,High
sector 83,flat,0.78,2.0,2.0,850.0,0,1,High
sector 3,house,1.5,3.0,3.0,210.0,0,0,Low
sector 66,flat,3.0,4.0,4.0,2700.0,1,1,High
sector 102,flat,1.92,3.0,3.0,2222.0,1,1,Medium
sector 11,house,0.9,2.0,4.0,900.0,0,0,Low
sector 7,flat,0.45,2.0,2.0,1000.0,0,0,Low
sector 95,flat,0.19,1.0,1.0,3569.0,0,0,Low
sector 36a,flat,3.65,3.0,3.0,2297.0,0,0,Low
sector 50,flat,1.4,3.0,3.0,1245.0,0,0,Medium
sector 76,flat,0.75,2.0,2.0,665.0,0,0,Medium
sector 59,flat,6.75,4.0,4.0,2567.0,1,0,Low
sector 107,flat,0.5,2.0,2.0,494.0,0,0,Medium
sector 79,flat,1.25,3.0,3.0,1058.0,0,1,Medium
sector 82a,flat,1.25,3.0,2.0,1667.0,0,1,Medium
sector 58,flat,4.0,3.0,4.0,2164.03,1,0,Low
sector 81,flat,1.1,3.0,2.0,1319.0,0,0,High
sector 37c,flat,1.4,4.0,5.0,2343.0,1,1,Low
sector 91,flat,0.89,2.0,2.0,1302.0,0,0,Low
sector 56,flat,0.6,1.0,1.0,543.0,0,0,Low
sector 81,flat,2.2,3.0,4.0,1900.0,1,0,Low
sector 2,flat,0.8,3.0,2.0,1440.0,0,0,Low
sector 12,house,0.7,3.0,3.0,1160.0,0,0,Low
sector 33,flat,1.2,2.0,2.0,86.0,0,0,Medium
sector 56,flat,2.1,3.0,4.0,2200.0,0,0,High
sector 109,flat,1.68,3.0,3.0,1579.0,0,0,Medium
sector 106,flat,1.2,3.0,3.0,1145.0,0,1,High
sector 56,flat,1.54,3.0,3.0,1920.0,1,0,Medium
sector 92,flat,1.12,4.0,4.0,2322.0,1,0,Medium
sector 2,flat,0.75,2.0,2.0,1100.0,0,0,Low
sector 33,flat,1.75,3.0,3.0,1996.0,0,0,Medium
sector 7,house,3.0,7.0,7.0,2610.0,0,0,Low
sector 106,flat,0.46,1.0,1.0,778.0,0,0,Medium
sector 95,flat,0.32,2.0,2.0,610.0,0,0,Medium
sector 15,flat,1.4,4.0,3.0,1444.0,0,0,Medium
sector 10a,flat,0.8,2.0,3.0,1389.0,0,0,Low
sector 108,flat,1.65,3.0,4.0,1771.0,0,1,Medium
sector 70,flat,1.3,3.0,3.0,1865.0,0,0,Medium
sector 109,flat,1.5,3.0,4.0,1797.0,1,0,Low
dlf phase,flat,1.24,2.0,2.0,1050.0,0,0,High
sector 47,flat,2.4,3.0,3.0,2667.0,0,0,Low
sector 104,flat,0.4,2.0,2.0,515.0,0,0,Low
sector 113,flat,1.9,3.0,2.0,1285.0,0,0,High
sector 63a,flat,3.15,3.0,3.0,2152.82,0,0,Low
sector 109,house,5.7,4.0,5.0,5400.0,1,1,High
sector 65,flat,3.5,3.0,3.0,2282.0,1,1,High
sector 36a,flat,0.4,1.0,1.0,436.0,0,0,Low
sector 107,flat,0.8,2.0,2.0,1236.0,0,0,High
sohna road,flat,1.35,3.0,3.0,2444.0,1,0,Medium
sector 92,flat,0.6,3.0,2.0,1333.0,0,0,Low
sector 4,house,0.92,1.0,4.0,603.0,0,0,Low
dlf phase,house,9.9,5.0,5.0,3375.0,0,0,Medium
sector 82,flat,1.12,3.0,4.0,1500.0,1,0,High
sector 102,flat,2.05,3.0,4.0,2250.0,1,0,Medium
sector 111,flat,2.35,3.0,3.0,1615.0,0,0,Low
sector 37d,flat,1.78,4.0,3.0,1983.0,1,0,Medium
sector 102,flat,1.3,2.0,2.0,1009.0,0,0,Medium
sector 86,flat,0.41,2.0,2.0,557.0,1,1,Low
sector 92,flat,1.3,4.0,4.0,2040.0,0,0,Low
sector 28,house,1.45,3.0,2.0,1800.0,0,0,Low
sector 85,flat,1.3,2.0,2.0,1491.0,0,0,Medium
sector 109,flat,1.4,3.0,3.0,1466.0,0,0,Medium
sector 86,flat,1.4,4.0,4.0,2132.0,1,0,Medium
sector 37c,flat,0.98,3.0,4.0,1660.0,1,0,Low
sohna road,house,0.07,1.0,1.0,297.0,0,0,Low
sector 59,flat,4.02,3.0,3.0,2550.0,0,0,Low
sector 37d,flat,1.02,3.0,2.0,1538.0,0,0,Low
sector 95,flat,0.38,2.0,2.0,716.0,0,1,Medium
sector 5,house,0.8,2.0,2.0,900.0,0,0,Low
sector 106,flat,0.39,1.0,1.0,567.0,0,0,Medium
sector 33,flat,1.35,3.0,2.0,1484.0,0,0,Low
sector 67,flat,2.95,3.0,3.0,2150.0,1,0,High
sector 54,flat,1.55,3.0,3.0,1900.0,1,0,Medium
sector 2,house,5.0,6.0,4.0,4000.0,0,0,Low
sector 84,flat,1.01,3.0,3.0,1475.0,0,0,Low
sector 37d,flat,0.8,2.0,2.0,1310.0,0,0,High
sector 69,flat,1.19,2.0,3.0,1500.0,0,1,High
sector 79,flat,1.1,3.0,3.0,1154.0,0,1,Medium
sector 56,flat,1.39,3.0,2.0,1750.0,1,0,Medium
sector 83,flat,1.33,4.0,4.0,2193.0,1,0,Low
sector 50,house,7.35,4.0,4.0,2160.0,1,0,Medium
sector 67,flat,3.05,3.0,4.0,2200.0,1,1,High
dlf phase,flat,1.91,2.0,2.0,1278.0,0,0,Medium
sector 95,flat,0.46,2.0,2.0,990.0,0,0,Low
sector 92,flat,0.65,3.0,2.0,1240.0,0,0,Low
sector 86,flat,1.3,3.0,3.0,1747.0,1,0,Medium
sector 48,house,8.25,4.0,4.0,2160.0,1,0,High
sector 17,house,3.0,4.0,4.0,3000.0,0,0,Low
sector 104,flat,0.4,2.0,2.0,514.0,0,0,Medium
sector 2,house,1.0,3.0,7.0,1215.0,0,0,Low
sector 71,flat,0.37,1.0,1.0,425.0,0,0,Low
sector 37c,flat,1.0,3.0,3.0,1697.0,0,0,Medium
sector 107,flat,1.29,3.0,3.0,1690.0,0,0,High
sector 49,flat,1.79,3.0,3.0,1556.0,1,0,Low
sector 90,flat,0.7,2.0,3.0,1502.0,0,1,Low
sector 88a,flat,1.62,3.0,2.0,1463.0,0,1,Low
sector 90,flat,1.8,4.0,4.0,2005.0,0,0,Low
sector 78,flat,1.25,4.0,4.0,2300.0,1,0,Medium
sector 65,flat,2.7,3.0,3.0,1650.06,1,0,Medium
sector 47,house,4.3,3.0,4.0,1467.0,0,0,Low
sector 79,flat,1.55,3.0,4.0,1416.0,1,0,High
sector 107,flat,0.9,2.0,2.0,1236.0,0,0,Low
sector 95,flat,0.82,2.0,2.0,1095.0,0,1,Medium
sector 70a,house,6.0,5.0,4.0,2700.0,0,1,Low
sector 33,flat,1.65,2.0,2.0,1279.0,0,0,Low
sector 109,house,6.44,4.0,5.0,2430.0,1,1,Medium
sector 111,flat,0.7,2.0,2.0,773.0,0,0,Medium
sector 79,flat,1.72,3.0,4.0,1695.0,1,0,High
sector 112,flat,3.29,3.0,3.0,2225.0,1,0,High
sector 109,flat,1.6,3.0,3.0,1550.0,0,0,Medium
sector 79,flat,1.35,3.0,3.0,2161.0,0,0,Low
sector 107,flat,1.35,3.0,4.0,1950.0,1,0,Medium
sector 67a,flat,1.8,3.0,3.0,1551.0,1,0,High
sector 79,flat,1.93,3.0,4.0,2047.0,1,0,High
sector 82a,flat,0.62,1.0,1.0,650.0,0,0,Low
sector 33,flat,1.55,3.0,3.0,1444.0,0,0,Low
sector 68,flat,0.9,2.0,2.0,1311.0,0,0,Low
sector 69,flat,3.1,4.0,6.0,2817.0,1,0,High
sohna road,flat,1.05,2.0,2.0,1175.0,0,1,Low
sector 60,flat,2.65,3.0,4.0,2037.0,1,0,High
sector 53,flat,6.02,3.0,3.0,2892.0,0,0,Medium
sector 69,flat,1.44,3.0,3.0,1381.0,0,0,High
sector 77,flat,0.75,2.0,2.0,1180.0,0,0,High
sector 23,house,2.8,5.0,5.0,1557.0,0,0,Medium
sector 86,flat,1.56,3.0,4.0,1580.0,0,0,High
sector 91,flat,0.9,2.0,2.0,1186.0,0,0,Medium
sector 90,flat,1.25,3.0,3.0,1541.0,1,0,Low
sector 70a,flat,1.3,2.0,2.0,1426.0,0,0,Low
sector 47,flat,1.65,3.0,3.0,1906.0,0,0,Medium
sector 65,flat,2.33,2.0,2.0,1141.0,0,0,Low
south city,house,11.0,4.0,4.0,3240.0,1,1,Low
sector 49,flat,4.16,5.0,4.0,3219.0,1,1,Low
sector 83,flat,1.19,2.0,2.0,1630.0,0,0,Low
sector 104,flat,0.75,2.0,2.0,1148.0,0,0,Medium
sohna road,flat,1.01,2.0,2.0,1184.0,0,1,Medium
sector 52,flat,5.0,5.0,5.0,5200.0,0,0,Low
sector 49,flat,2.64,3.0,4.0,2251.6,1,0,Medium
sector 61,flat,1.9,3.0,3.0,1137.0,0,0,Low
sector 84,flat,1.2,2.0,2.0,1149.0,0,0,Low
sector 7,house,3.85,4.0,4.0,2628.0,0,0,Low
dlf phase,house,7.5,9.0,9.0,2367.0,1,1,High
sohna road,flat,0.29,2.0,2.0,743.0,0,0,Low
sector 56,flat,1.35,3.0,3.0,1450.0,0,0,High
dlf phase,flat,6.0,4.0,4.0,2667.0,1,0,Low
sector 70a,flat,1.8,3.0,3.0,1925.0,0,1,Medium
sector 63a,flat,1.4,2.0,2.0,1372.0,0,0,Low
sohna road,flat,0.91,2.0,2.0,1222.0,0,1,Medium
sector 48,house,8.5,4.0,4.0,3240.0,0,0,Low
sector 85,flat,2.1,4.0,4.0,2600.0,1,1,Low
sector 33,flat,1.2,2.0,2.0,1111.0,0,0,Medium
sector 109,house,9.5,5.0,5.0,3600.0,1,1,Medium
sector 102,flat,0.47,2.0,2.0,582.0,0,0,Medium
sector 88a,flat,1.3,3.0,3.0,1990.0,0,0,Medium
dlf phase,house,5.25,4.0,4.0,1350.0,1,0,Medium
sector 70,flat,1.65,3.0,4.0,1923.0,1,1,Medium
sector 37c,flat,0.99,3.0,4.0,1660.0,1,0,Low
sector 48,house,6.4,4.0,4.0,2700.0,1,0,High
sector 37c,flat,0.99,3.0,5.0,1400.0,1,0,Low
sector 104,flat,2.5,4.0,4.0,2851.0,1,0,Low
sector 111,flat,5.25,4.0,6.0,4072.0,1,0,Medium
sector 50,flat,3.1,3.0,4.0,2450.0,1,0,High
sector 69,flat,1.6,3.0,3.0,1428.0,0,0,High
