sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 37d,flat,bptp terra,1.98,9036.0,2191.24,Super Built up area 2191(203.55 sq.m.),3.0,3.0,3+,12.0,North-East,New Property,2191.0,,,0,0,0,0,1,2,49,730.4133333333333
sector 70a,flat,bptp pedestal,1.9,9500.0,2000.0,Carpet area: 1900 (176.52 sq.m.),4.0,3.0,3,2.0,East,New Property,,,1900.0,0,0,0,1,0,0,133,500.0
sector 107,flat,signature global solera 2,0.5,8928.0,560.04,Carpet area: 560 (52.03 sq.m.),2.0,2.0,2,13.0,,New Property,,,560.0,0,0,0,0,0,0,8,280.02
sector 33,flat,godrej nature plus,1.9,9849.0,1929.13,Carpet area: 1929 (179.21 sq.m.),3.0,3.0,3+,14.0,,New Property,,,1929.0,0,0,1,0,0,0,96,643.0433333333334
dlf phase,house,independent,8.9,32963.0,2700.0,Plot area 300(250.84 sq.m.),4.0,4.0,3+,2.0,South-East,Old Property,,2700.0,,0,1,1,1,1,0,82,675.0
sector 99a,flat,pareena coban residences,1.32,6609.0,1997.28,Super Built up area 1997(185.53 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,5.0,3,11.0,North-East,New Property,1997.0,,1500.0,0,0,1,0,0,0,88,665.76
sector 102,flat,bptp amstoria,1.9,8444.0,2250.12,Super Built up area 2727(253.35 sq.m.)Built Up area: 2500 sq.ft. (232.26 sq.m.)Carpet area: 2250 sq.ft. (209.03 sq.m.),3.0,3.0,3+,1.0,North-East,Relatively New,2727.0,2500.0,2250.0,0,0,1,0,0,0,174,750.04
sector 69,flat,tulip violet,1.68,8348.0,2012.46,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,1.0,South-West,Relatively New,2010.0,,,0,1,0,0,0,0,102,503.115
sector 102,flat,rof aalayas,0.45,6000.0,750.0,Built Up area: 750 (69.68 sq.m.),1.0,1.0,2,6.0,,Undefined,,750.0,,0,0,0,0,0,0,0,750.0
sohna road,flat,signature global park,0.91,6289.0,1446.97,Carpet area: 1439 (133.69 sq.m.),3.0,3.0,3,1.0,West,Relatively New,,,1439.0,0,1,0,0,0,0,165,482.3233333333333
sector 50,house,unitech deerwood chase,8.45,26153.0,3231.0,Plot area 359(33.35 sq.m.),3.0,3.0,2.0,2.0,North-East,Old Property,,359.0,,0,0,1,0,1,2,102,1077.0
sector 37c,flat,corona optus,1.4,7035.0,1990.05,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3.0,3.0,3+,4.0,South,Relatively New,1990.0,1890.0,1790.0,0,0,1,0,0,0,149,663.35
sector 109,flat,ats tourmaline,1.4,8000.0,1750.0,Super Built up area 1750(162.58 sq.m.),3.0,3.0,3+,12.0,North-West,Relatively New,1750.0,,,1,0,0,0,0,0,65,583.3333333333334
sector 92,flat,raheja navodaya,0.62,4807.0,1289.79,Built Up area: 1498 (139.17 sq.m.)Carpet area: 1064 sq.ft. (98.85 sq.m.),2.0,2.0,2,5.0,,New Property,,1498.0,1064.0,0,0,0,0,0,0,0,644.895
sector 74,flat,m3m skywalk,1.57,11000.0,1427.27,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3+,10.0,South,Relatively New,1424.0,1300.0,1100.0,1,0,0,0,0,0,137,713.635
sector 90,flat,shree vardhman flora,0.65,4961.0,1310.22,Super Built up area 1300(120.77 sq.m.)Built Up area: 1225 sq.ft. (113.81 sq.m.)Carpet area: 1075 sq.ft. (99.87 sq.m.),2.0,2.0,3,11.0,North-West,Relatively New,1300.0,1225.0,1075.0,0,0,0,0,1,2,49,655.11
sector 71,flat,signature andour heights,0.37,8222.0,450.01,Built Up area: 450 (41.81 sq.m.)Carpet area: 366.48 sq.ft. (34.05 sq.m.),1.0,1.0,2,2.0,North-East,Relatively New,,450.0,366.0,0,0,0,0,0,0,65,450.01
sector 4,flat,huda ashok vihar phase,0.43,6615.0,650.04,Carpet area: 650 (60.39 sq.m.),2.0,2.0,1,2.0,,Relatively New,,,650.0,0,0,0,0,0,0,7,325.02
sector 73,flat,today callidora,0.9,5548.0,1622.21,Built Up area: 1622 (150.69 sq.m.),3.0,3.0,3,3.0,East,Under Construction,,1622.0,,0,0,1,0,0,0,63,540.7366666666667
sector 85,flat,ss the leaf,1.85,6578.0,2812.4,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,North-West,Relatively New,2812.0,,,0,0,0,0,0,0,95,703.1
sector 51,flat,orchid island,1.7,10651.0,1596.09,Carpet area: 1596 (148.27 sq.m.),3.0,4.0,3,2.0,West,Moderately Old,,,1596.0,0,1,0,1,0,0,90,532.03
sector 47,flat,irwo westend towers,0.65,12059.0,539.02,Carpet area: 539 (50.07 sq.m.),1.0,1.0,2,3.0,,Old Property,,,539.0,0,0,0,0,0,0,56,539.02
new palam,flat,my home,0.28,3166.0,884.4,Carpet area: 900 (83.61 sq.m.),2.0,1.0,1,2.0,,Relatively New,,,900.0,1,0,0,0,0,0,15,442.2
sector 65,house,emaar emerald hills,12.5,34722.0,3600.0,Plot area 400(334.45 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,,3600.0,,0,0,1,0,1,0,56,900.0
sector 2,flat,bestech park view residency,0.95,6709.0,1416.01,Carpet area: 1416 (131.55 sq.m.),2.0,2.0,3,10.0,North-East,Old Property,,,1416.0,0,0,0,0,0,2,88,708.005
sector 108,flat,sobha city,3.95,16859.0,2342.96,Built Up area: 2343 (217.67 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,5.0,3,25.0,,Undefined,,2343.0,2300.0,0,0,0,0,0,0,59,585.74
sector 69,flat,tulip violet,1.55,9639.0,1608.05,Super Built up area 1608(149.39 sq.m.),3.0,3.0,2,2.0,East,Relatively New,1608.0,,,0,1,0,0,0,2,86,536.0166666666667
sector 60,flat,ireo skyon,3.8,13571.0,2800.09,Super Built up area 2800(260.13 sq.m.)Built Up area: 2791 sq.ft. (259.29 sq.m.)Carpet area: 2768 sq.ft. (257.16 sq.m.),4.0,5.0,3,15.0,East,Moderately Old,2800.0,2791.0,2768.0,0,0,1,0,0,2,145,700.0225
sector 67,house,independent,3.0,11904.0,2520.2,Carpet area: 2520 (234.12 sq.m.),4.0,4.0,0,3.0,North-East,Undefined,,,2520.0,0,0,0,0,0,0,0,630.05
sector 109,house,international city by sobha phase 1,6.15,27333.0,2250.0,Plot area 270(225.75 sq.m.)Built Up area: 270 sq.yards (225.75 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),5.0,5.0,3+,3.0,West,Relatively New,,270.0,250.0,0,1,1,1,0,2,130,450.0
sector 2,flat,palam vihar extension west zone rwa,0.2,4000.0,500.0,Carpet area: 500 (46.45 sq.m.),1.0,1.0,1,1.0,,Moderately Old,,,500.0,1,0,0,0,0,0,0,500.0
sector 76,house,suncity avenue 76,0.75,10067.0,745.0,Plot area 745(69.21 sq.m.)Built Up area: 745 sq.ft. (69.21 sq.m.),2.0,2.0,2.0,11.0,North-East,New Property,,745.0,,0,0,0,0,0,0,40,372.5
sector 81,flat,dlf the ultima,2.45,11491.0,2132.1,Super Built up area 2132(198.07 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,9.0,South-East,Relatively New,2132.0,1800.0,1500.0,0,0,1,0,0,2,174,710.6999999999999
sector 109,flat,raheja atharva,2.2,9490.0,2318.23,Carpet area: 2318 (215.35 sq.m.),3.0,3.0,2,7.0,North,Moderately Old,,,2318.0,0,0,1,0,0,2,111,772.7433333333333
sector 86,flat,microtek greenburg,1.23,8310.0,1480.14,Super Built up area 1480(137.5 sq.m.),2.0,2.0,3,13.0,South,Relatively New,1480.0,,,0,0,0,0,1,0,6,740.07
sector 82,flat,mapsko casa bella,1.75,6903.0,2535.13,Built Up area: 2535 (235.51 sq.m.)Carpet area: 1960 sq.ft. (182.09 sq.m.),4.0,5.0,3+,1.0,West,Undefined,,2535.0,1960.0,0,0,0,0,0,0,54,633.7825
sector 56,house,huda plots,2.95,20359.0,1449.0,Plot area 161(134.62 sq.m.)Built Up area: 1000 sq.yards (836.13 sq.m.),2.0,2.0,2.0,1.0,North,Moderately Old,,1000.0,,0,0,0,0,0,0,31,724.5
sohna road,flat,gls arawali homes,0.35,6076.0,576.04,Super Built up area 576(53.51 sq.m.),2.0,2.0,2,12.0,,New Property,576.0,,,0,0,0,0,0,0,42,288.02
sector 102,flat,shapoorji pallonji joyville gurugram,1.24,10205.0,1215.09,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,10.0,East,Relatively New,1215.0,,,0,0,0,0,0,0,141,607.545
sector 88b,flat,vatika xpressions,0.92,7360.0,1250.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),2.0,2.0,2,3.0,North,Relatively New,1350.0,1300.0,1250.0,0,1,0,0,0,0,174,625.0
sector 49,house,eros rosewood villas,2.8,15555.0,1800.1,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3.0,2.0,East,Moderately Old,,1900.0,1800.0,0,1,0,0,0,0,68,600.0333333333333
sector 92,flat,raheja navodaya,0.85,4271.0,1990.17,Super Built up area 1990(184.88 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,1990.0,,,0,0,0,0,0,0,100,663.39
sector 36,flat,signature global park 4,0.85,11333.0,750.02,Carpet area: 750 (69.68 sq.m.),3.0,2.0,3,1.0,,New Property,,,750.0,0,0,0,0,0,0,33,250.00666666666666
sector 102,flat,conscient heritage max,2.15,10004.0,2149.14,Super Built up area 2149(199.65 sq.m.),3.0,4.0,3+,18.0,South,Relatively New,2149.0,,,0,0,1,0,1,2,134,716.38
sector 37c,flat,imperia the esfera,0.99,5500.0,1800.0,Super Built up area 1815(168.62 sq.m.),3.0,3.0,1,10.0,North-East,New Property,1815.0,,,0,0,1,0,0,0,49,600.0
sector 67,flat,bestech park view spa next,2.85,12127.0,2350.13,Super Built up area 2350(218.32 sq.m.),4.0,4.0,3+,5.0,South,Moderately Old,2350.0,,,0,1,1,0,0,2,149,587.5325
sector 92,house,signature global city 92,0.75,7820.0,959.1,Built Up area: 959 (89.09 sq.m.),2.0,2.0,3.0,1.0,,Undefined,,959.0,,0,0,0,0,0,0,46,479.55
sector 111,flat,lotus homz,0.6,8450.0,710.06,Carpet area: 710 (65.96 sq.m.),2.0,2.0,3,9.0,East,New Property,,,710.0,0,0,0,0,0,0,52,355.03
sector 3,house,independent,0.75,6410.0,1170.0,Built Up area: 130 (12.08 sq.m.),2.0,2.0,0,1.0,,Undefined,,130.0,,0,0,0,0,0,0,0,585.0
sector 14,house,independent,5.0,22222.0,2250.0,Plot area 250(209.03 sq.m.),3.0,3.0,3.0,1.0,South,Moderately Old,,2250.0,,0,0,0,0,0,0,25,750.0
sector 72,flat,tata primanti,4.0,13769.0,2905.08,Super Built up area 2905(269.88 sq.m.)Built Up area: 2800 sq.ft. (260.13 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4.0,5.0,3+,9.0,North-East,Relatively New,2905.0,2800.0,2500.0,0,0,1,0,0,2,165,726.27
sector 66,flat,emaar mgf the palm drive,3.45,15681.0,2200.11,Super Built up area 2200(204.39 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,4.0,3,6.0,East,Relatively New,2200.0,2000.0,1800.0,0,0,1,0,0,2,95,733.37
c block,house,independent,5.25,27132.0,1935.0,Plot area 215(179.77 sq.m.),4.0,4.0,2.0,2.0,,Old Property,,1935.0,,0,0,1,0,1,2,80,483.75
sector 21,house,independent,1.6,11852.0,1350.0,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5.0,5.0,2.0,3.0,,Relatively New,,120.0,,0,0,0,0,0,0,0,270.0
sector 53,flat,parsvnath exotica,5.0,17241.0,2900.06,Carpet area: 2900 (269.42 sq.m.),3.0,4.0,3,7.0,,Old Property,,,2900.0,0,0,1,0,0,2,24,966.6866666666666
sushant lok,house,independent,1.9,3909.0,4860.0,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3.0,3.0,3+,3.0,,Old Property,,60.0,,0,0,0,0,0,1,0,1620.0
sector 59,flat,conscient elevate,3.78,16500.0,2290.91,Carpet area: 2295 (213.21 sq.m.),3.0,3.0,3,3.0,,Under Construction,,,2295.0,0,0,0,0,0,0,31,763.6366666666667
sector 89,flat,ats marigold,1.5,8571.0,1750.09,Carpet area: 1750 (162.58 sq.m.),3.0,3.0,3,2.0,,New Property,,,1750.0,1,0,0,0,0,0,49,583.3633333333333
sector 36,flat,signature global park 4,0.82,7585.0,1081.08,Carpet area: 1081 (100.43 sq.m.),3.0,2.0,3,2.0,,New Property,,,1081.0,0,0,0,0,0,0,24,360.35999999999996
sector 107,flat,m3m woodshire,1.49,6310.0,2361.33,Super Built up area 2361(219.34 sq.m.),3.0,4.0,3+,5.0,East,Relatively New,2361.0,,,0,0,1,1,0,2,174,787.11
sector 7,house,rattan garden,0.83,17584.0,472.0,Carpet area: 472 (43.85 sq.m.),2.0,3.0,2.0,3.0,East,Undefined,,,472.0,0,0,0,0,0,0,0,236.0
sector 85,flat,ss the leaf,1.09,6666.0,1635.16,Super Built up area 1640(152.36 sq.m.)Built Up area: 1638 sq.ft. (152.18 sq.m.)Carpet area: 1635 sq.ft. (151.9 sq.m.),2.0,2.0,3,9.0,South-West,Relatively New,1640.0,1638.0,1635.0,0,0,0,1,0,0,174,817.58
sector 82,house,vatika signature villas,5.0,15432.0,3240.0,Plot area 360(301.01 sq.m.),4.0,4.0,3+,3.0,East,Relatively New,,3240.0,,0,1,1,1,0,0,24,810.0
sector 69,flat,tulip violet,1.36,8618.0,1578.09,Super Built up area 1578(146.6 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1578.0,,1039.0,0,1,0,0,0,0,95,526.03
sector 102,flat,shapoorji pallonji joyville gurugram,1.95,13928.0,1400.06,Super Built up area 1852(172.06 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3,6.0,North-East,New Property,1852.0,,1400.0,0,1,0,0,0,2,174,466.68666666666667
sector 92,flat,sare green parc phase 3,0.95,4856.0,1956.34,Super Built up area 1956(181.72 sq.m.),4.0,3.0,3,4.0,North,Moderately Old,1956.0,,,0,0,0,0,0,0,67,489.085
sector 50,flat,unitech fresco,1.85,11131.0,1662.02,Built Up area: 1662 (154.4 sq.m.),3.0,3.0,3+,0.0,,Undefined,,1662.0,,0,0,0,0,0,0,49,554.0066666666667
sector 92,flat,raheja navodaya,0.85,5407.0,1572.04,Super Built up area 1572(146.04 sq.m.),3.0,3.0,0,0.0,East,Relatively New,1572.0,,,0,0,0,0,0,0,88,524.0133333333333
sector 107,flat,signature global solera,0.4,6644.0,602.05,Super Built up area 602(55.93 sq.m.)Carpet area: 548 sq.ft. (50.91 sq.m.),2.0,2.0,1,7.0,,Relatively New,602.0,,548.0,0,0,0,0,0,2,55,301.025
sector 99a,flat,pareena coban residences,1.56,7811.0,1997.18,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,4.0,North-East,New Property,1997.0,,,1,0,1,0,0,0,49,665.7266666666667
sector 1,flat,hsiidc sidco aravali,0.91,3516.0,2588.17,Super Built up area 2588(240.43 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.),3.0,3.0,3+,8.0,East,Moderately Old,2588.0,1900.0,,0,0,1,0,0,0,23,862.7233333333334
sector 85,flat,ss the leaf,2.15,7645.0,2812.3,Super Built up area 2812(261.24 sq.m.),4.0,5.0,3+,1.0,South,Relatively New,2812.0,,,0,0,1,0,0,0,165,703.075
sector 95,flat,signature the roselia,0.41,7293.0,562.18,Built Up area: 670 (62.25 sq.m.)Carpet area: 569 sq.ft. (52.86 sq.m.),2.0,2.0,2,12.0,South,New Property,,670.0,569.0,0,0,0,0,0,2,93,281.09
sector 2,flat,bestech park view residency,1.51,7890.0,1913.81,Super Built up area 1920(178.37 sq.m.),3.0,4.0,3+,8.0,West,Moderately Old,1920.0,,,0,0,1,0,0,0,92,637.9366666666666
sector 66,flat,bptp mansions park prime,2.7,9768.0,2764.13,Super Built up area 2764(256.78 sq.m.),4.0,4.0,3,6.0,,Relatively New,2764.0,,,1,0,1,0,0,0,13,691.0325
sector 89,flat,smart world gems,1.71,12000.0,1425.0,Built Up area: 1423 (132.2 sq.m.),3.0,2.0,0,3.0,,Undefined,,1423.0,,0,0,0,0,0,0,45,475.0
sector 88a,flat,adani aangan arcade,0.45,7194.0,625.52,Carpet area: 625.47 (58.11 sq.m.),2.0,2.0,1,8.0,,New Property,,,625.0,0,0,0,0,0,0,14,312.76
sector 61,flat,smart world orchard,1.6,13913.0,1150.0,Carpet area: 1150 (106.84 sq.m.),2.0,2.0,2,4.0,,Under Construction,,,1150.0,0,0,0,0,0,0,16,575.0
sector 79,flat,mapsko mount ville,1.2,8052.0,1490.31,Super Built up area 1490(138.43 sq.m.)Carpet area: 1163.91 sq.ft. (108.13 sq.m.),3.0,3.0,3,9.0,South,Relatively New,1490.0,,1163.0,0,0,0,0,1,2,104,496.77
sector 56,house,independent,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),8.0,8.0,3+,3.0,North-East,Relatively New,,3240.0,,0,1,1,0,1,1,42,405.0
sector 86,flat,ansal heights 86,0.9,5325.0,1690.14,Built Up area: 1690 (157.01 sq.m.),3.0,3.0,2,10.0,,New Property,,1690.0,,0,0,0,0,0,0,29,563.38
sector 68,flat,pareena mi casa,1.9,9227.0,2059.17,Carpet area: 2059 (191.29 sq.m.),3.0,3.0,3+,1.0,,Under Construction,,,2059.0,0,0,1,0,0,0,49,686.39
sector 68,flat,supertech hues,0.93,8611.0,1080.01,Carpet area: 1080 (100.34 sq.m.),2.0,2.0,2,11.0,,Undefined,,,1080.0,0,0,0,0,0,0,0,540.005
sector 70a,flat,aipl the peaceful homes,2.3,10697.0,2150.14,Super Built up area 2150(199.74 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,2150.0,,,0,0,0,1,0,2,124,716.7133333333333
sector 90,flat,dlf new town heights,1.9,5683.0,3343.3,Super Built up area 2727(253.35 sq.m.),4.0,4.0,3+,7.0,North-West,Relatively New,2727.0,,,0,1,1,0,0,0,88,835.825
sohna road,flat,eldeco accolade,1.1,7549.0,1457.15,Super Built up area 1457(135.36 sq.m.),2.0,2.0,3+,17.0,,Relatively New,1457.0,,,1,0,0,0,1,2,7,728.575
sector 92,flat,sare green parc phase 3,0.7,5279.0,1326.01,Super Built up area 1326(123.19 sq.m.)Built Up area: 1325 sq.ft. (123.1 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3.0,2.0,2,4.0,,Relatively New,1326.0,1325.0,1320.0,0,0,0,0,0,0,56,442.00333333333333
sector 69,flat,tulip violet,1.4,8861.0,1579.96,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,2.0,North-East,Relatively New,1578.0,,,0,1,0,0,0,0,102,526.6533333333333
sector 92,flat,bestech park view sanskruti,1.5,7812.0,1920.12,Super Built up area 1920(178.37 sq.m.),3.0,3.0,3,3.0,East,Relatively New,1920.0,,,1,0,0,0,0,0,49,640.04
sector 77,flat,emaar mgf palm hills,1.65,8461.0,1950.12,Super Built up area 1950(181.16 sq.m.),4.0,3.0,3,9.0,South,Relatively New,1950.0,,,0,0,1,0,0,0,100,487.53
sector 89,flat,smart world gems,1.3,9135.0,1423.1,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,2.0,,New Property,,,1423.0,0,0,0,0,1,0,44,474.3666666666666
sector 82a,flat,dlf the primus,2.2,10516.0,2092.05,Super Built up area 2092(194.35 sq.m.),3.0,3.0,3+,16.0,North-East,Relatively New,2092.0,,,0,0,1,0,0,1,174,697.35
sector 4,house,independent,2.3,17014.0,1351.8,Plot area 160(133.78 sq.m.),4.0,4.0,3.0,2.0,East,Old Property,,1440.0,,0,0,0,0,0,2,15,337.95
sector 82,flat,mapsko casa bella,3.0,6134.0,4890.77,Super Built up area 4890(454.3 sq.m.),4.0,6.0,3+,25.0,West,Relatively New,4890.0,,,0,1,1,0,0,2,119,1222.6925
sector 85,flat,ss the leaf,1.84,7641.0,2408.06,Super Built up area 2408(223.71 sq.m.)Carpet area: 1685 sq.ft. (156.54 sq.m.),3.0,4.0,3,8.0,South-East,Relatively New,2408.0,,1685.0,0,1,0,0,0,0,158,802.6866666666666
sector 107,flat,signature global solera,0.38,6333.0,600.03,Super Built up area 650(60.39 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,2,3.0,East,Relatively New,650.0,,600.0,0,0,0,0,0,1,23,300.015
sector 88b,flat,vatika xpressions,0.92,6815.0,1349.96,Built Up area: 1350 (125.42 sq.m.)Carpet area: 1120 sq.ft. (104.05 sq.m.),2.0,2.0,3,3.0,,New Property,,1350.0,1120.0,0,0,0,0,0,0,26,674.98
sector 67,flat,m3m merlin,3.4,14418.0,2358.16,Super Built up area 2358(219.07 sq.m.)Carpet area: 1708 sq.ft. (158.68 sq.m.),3.0,4.0,3,16.0,North-West,Relatively New,2358.0,,1708.0,0,0,1,0,0,2,174,786.0533333333333
sector 37d,flat,ramprastha the edge towers,0.71,5420.0,1309.96,Super Built up area 1310(121.7 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2.0,3,10.0,South-East,New Property,1310.0,1100.0,1000.0,1,0,0,0,0,0,38,654.98
sector 69,house,tulip yellow,2.95,16389.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,2.0,3.0,North,New Property,,1800.0,,1,1,0,0,0,1,111,450.0
sector 3,house,independent,0.9,8929.0,1008.0,Built Up area: 112 (10.41 sq.m.),3.0,3.0,0,2.0,,Undefined,,112.0,,0,0,0,0,0,0,0,336.0
sector 33,flat,eldeco accolade,1.2,8043.0,1491.98,Built Up area: 1492 (138.61 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2.0,2.0,2,0.0,North,New Property,,1492.0,900.0,0,0,0,0,1,0,55,745.99
sector 3,house,independent,3.5,9210.0,3800.2,Built Up area: 3800 (353.03 sq.m.),1.0,1.0,0,1.0,,Undefined,,3800.0,,0,0,0,0,0,0,0,3800.2
sector 109,house,international city by sobha phase 2,9.4,26111.0,3600.0,Plot area 400(334.45 sq.m.),5.0,6.0,3+,2.0,North-East,Relatively New,,3600.0,,0,1,1,1,1,2,147,720.0
sector 92,flat,gls avenue 51,0.21,6953.0,302.03,Carpet area: 302 (28.06 sq.m.),1.0,1.0,1,0.0,South-East,Relatively New,,,302.0,0,0,0,0,0,0,63,302.03
sector 81,house,independent,0.89,8127.0,1095.1,Built Up area: 1095 (101.73 sq.m.),1.0,1.0,0,1.0,,Undefined,,1095.0,,0,0,0,0,0,0,0,1095.1
sector 65,flat,m3m heights,1.9,13991.0,1358.02,Built Up area: 1358 (126.16 sq.m.),2.0,2.0,2,40.0,,Undefined,,1358.0,,0,0,0,0,0,0,48,679.01
sector 106,flat,paras dews,1.15,6534.0,1760.02,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,4.0,3+,12.0,East,Relatively New,1760.0,1186.0,1130.0,0,0,1,0,1,2,174,586.6733333333333
manesar,flat,aditya apartment,1.0,4033.0,2479.54,Built Up area: 2480 (230.4 sq.m.),3.0,4.0,0,3.0,,New Property,,2480.0,,0,0,0,0,0,0,0,826.5133333333333
sector 63a,flat,birla navya,2.2,17488.0,1258.01,Super Built up area 1258(116.87 sq.m.)Carpet area: 770 sq.ft. (71.54 sq.m.),2.0,3.0,3+,4.0,,Under Construction,1258.0,,770.0,0,0,0,0,0,0,60,629.005
sector 49,flat,orchid petals,2.51,12178.0,2061.09,Super Built up area 2061(191.47 sq.m.),3.0,3.0,3+,7.0,East,Old Property,2061.0,,,0,0,0,0,1,2,72,687.0300000000001
sector 23,flat,radhakrishna society,0.55,5000.0,1100.0,Super Built up area 1100(102.19 sq.m.),2.0,2.0,1,1.0,West,Moderately Old,1100.0,,,0,0,0,0,0,2,29,550.0
dlf phase,flat,dlf regency park,2.26,13696.0,1650.12,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,3.0,2,19.0,East,Old Property,1777.0,1700.0,1650.0,0,0,1,0,0,0,158,550.04
sector 50,house,unitech espace,10.3,31790.0,3240.0,Plot area 360(301.01 sq.m.),5.0,6.0,3+,3.0,East,Moderately Old,,3240.0,,0,1,1,1,1,2,160,648.0
sector 69,flat,tulip violet,1.32,8411.0,1569.37,Super Built up area 1568(145.67 sq.m.),3.0,3.0,1,12.0,South-West,Relatively New,1568.0,,,0,1,0,0,0,2,86,523.1233333333333
sector 90,flat,shree vardhman flora,0.65,4814.0,1350.23,Super Built up area 1350(125.42 sq.m.),2.0,2.0,3,6.0,East,Relatively New,1350.0,,,0,0,0,0,1,0,165,675.115
sector 50,flat,unitech fresco,1.82,9912.0,1836.16,Super Built up area 1836(170.57 sq.m.)Built Up area: 1830 sq.ft. (170.01 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3+,14.0,East,Moderately Old,1836.0,1830.0,1500.0,1,0,0,0,0,2,174,612.0533333333334
sector 85,flat,ss the leaf,1.2,9677.0,1240.05,Super Built up area 1772(164.62 sq.m.)Carpet area: 1240 sq.ft. (115.2 sq.m.),2.0,2.0,3+,9.0,East,Relatively New,1772.0,,1240.0,0,0,0,1,0,0,148,620.025
sector 40,house,independent,5.0,21124.0,2367.0,Plot area 263(219.9 sq.m.),9.0,9.0,3+,3.0,South-East,Relatively New,,2367.0,,0,1,0,0,0,2,66,263.0
sector 4,house,independent,5.0,10101.0,4950.0,Plot area 550(459.87 sq.m.),3.0,3.0,2.0,1.0,North-East,Old Property,,4950.0,,0,0,0,0,0,0,22,1650.0
sector 89,flat,smart world gems,0.88,7978.0,1103.03,Built Up area: 1103 (102.47 sq.m.),2.0,2.0,0,2.0,,Undefined,,1103.0,,0,0,0,0,0,0,45,551.515
sector 54,flat,dlf the crest,11.0,35222.0,3123.05,Super Built up area 3123(290.14 sq.m.),4.0,6.0,3,7.0,,Relatively New,3123.0,,,0,0,1,0,0,1,125,780.7625
new palam,house,independent,2.5,5472.0,4568.7,Plot area 4000(371.61 sq.m.),3.0,2.0,1.0,,,Old Property,,36000.0,,0,0,0,0,0,0,8,1522.8999999999999
sector 102,flat,shapoorji pallonji joyville gurugram,2.5,14000.0,1785.71,Super Built up area 1827(169.73 sq.m.),3.0,3.0,3,15.0,,Under Construction,1827.0,,,0,0,0,0,0,0,151,595.2366666666667
sector 89,flat,nbcc heights,1.5,7058.0,2125.25,Super Built up area 2125(197.42 sq.m.),3.0,3.0,3,8.0,,Relatively New,2125.0,,,0,0,1,0,1,0,105,708.4166666666666
