sector,property_type,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 65,flat,2.1,1261.03,2.0,2.0,3,8.0,New Property,1015.0,0,0,0,0,0,0,31,630.515
sector 65,flat,2.36,1650.0,3.0,3.0,3,0.0,Relatively New,1493.0,0,0,1,0,1,2,159,550.0
dlf phase,flat,6.5,3142.07,4.0,4.0,3+,9.0,Moderately Old,2712.0,0,0,1,0,0,0,7,785.5175
sector 113,flat,3.45,2600.05,4.0,4.0,3,11.0,Under Construction,2353.0,0,0,1,0,1,0,156,650.0125
sector 88a,flat,0.5,597.01,3.0,2.0,2,2.0,Under Construction,663.0,0,0,0,0,0,0,15,199.00333333333333
sector 83,flat,0.75,1325.09,2.0,2.0,2,3.0,Relatively New,1199.0,0,0,0,0,0,2,49,662.545
sector 37d,flat,1.75,2191.06,4.0,4.0,3,7.0,Relatively New,2100.0,1,0,0,0,0,2,120,547.765
sector 107,flat,0.36,548.03,2.0,2.0,1,9.0,Relatively New,496.0,0,0,0,0,0,0,28,274.015
sector 22,flat,2.0,1380.07,2.0,2.0,2,9.0,Relatively New,1533.0,0,0,0,0,0,0,49,690.035
sector 109,flat,1.97,2630.17,4.0,4.0,2,11.0,Relatively New,2380.0,0,1,1,0,0,0,49,657.5425
sector 106,flat,1.25,1173.05,3.0,4.0,3,14.0,Relatively New,1305.0,0,0,1,0,1,0,167,391.01666666666665
sector 48,flat,2.7,2305.13,3.0,3.0,3+,7.0,Relatively New,2000.0,0,0,1,0,1,2,174,768.3766666666667
sector 65,flat,7.0,3850.17,3.0,3.0,2,12.0,Moderately Old,4278.0,0,0,0,1,0,0,60,1283.39
sohna road,flat,0.25,357.04,1.0,1.0,1,1.0,Relatively New,386.0,0,0,0,0,0,0,57,357.04
sector 77,flat,2.25,2000.0,3.0,3.0,3,22.0,New Property,1810.0,0,0,1,0,0,2,42,666.6666666666666
sector 95,flat,0.38,644.18,3.0,2.0,1,2.0,Relatively New,716.0,0,1,0,0,0,2,66,214.72666666666663
sector 91,flat,1.8,2320.19,4.0,3.0,3+,0.0,Relatively New,2578.0,0,1,0,0,1,1,45,580.0475
sector 86,house,2.5,3194.1,4.0,5.0,3+,4.0,Moderately Old,3194.0,1,1,1,0,0,2,49,798.525
sector 85,flat,1.12,1735.63,2.0,2.0,3,10.0,Relatively New,1485.0,1,0,0,0,0,0,49,867.815
sector 36a,flat,0.37,351.08,1.0,1.0,1,3.0,Relatively New,319.0,0,0,0,0,0,2,88,351.08
sector 69,flat,1.7,2016.13,4.0,4.0,2,10.0,New Property,1819.0,0,0,0,0,0,0,125,504.0325
sohna road,flat,0.25,481.79,2.0,2.0,1,3.0,Relatively New,534.0,0,0,0,0,0,0,51,240.895
sector 21,flat,1.3,2000.0,5.0,5.0,2,2.0,Old Property,2400.0,0,0,1,1,1,2,42,400.0
sector 79,flat,1.28,1495.85,3.0,3.0,3,16.0,Relatively New,1265.0,0,0,0,0,1,2,128,498.6166666666666
dlf phase,house,15.5,4518.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,0,1,1,1,1,0,144,903.6
sector 9,house,0.22,297.0,2.0,2.0,2.0,1.0,Old Property,37.0,0,0,0,0,0,0,0,148.5
sector 28,house,8.95,5000.0,5.0,6.0,3+,4.0,Moderately Old,5000.0,0,0,0,0,0,0,0,1000.0
sector 103,flat,1.57,1845.11,3.0,3.0,3,1.0,Relatively New,1845.0,0,0,0,0,0,0,0,615.0366666666666
dlf phase,flat,4.25,3200.06,3.0,4.0,3+,3.0,Old Property,3201.0,0,1,1,0,0,2,143,1066.6866666666667
sector 109,flat,1.88,3055.42,4.0,5.0,3,10.0,Relatively New,2765.0,0,0,0,0,0,0,110,763.855
sector 112,house,7.46,7271.0,4.0,4.0,3+,2.0,Relatively New,6350.0,0,1,1,0,0,2,62,1817.75
sector 71,flat,1.25,1743.13,3.0,4.0,2,7.0,Relatively New,1577.0,0,0,1,0,0,2,160,581.0433333333334
sector 33,flat,1.45,925.69,3.0,2.0,3+,20.0,Under Construction,118.0,0,0,0,0,1,0,144,308.56333333333333
sector 95,flat,0.45,980.18,2.0,2.0,1,2.0,Relatively New,887.0,0,0,0,0,1,0,89,490.09
sector 50,house,6.5,3000.0,5.0,6.0,0,1.0,Moderately Old,3000.0,0,0,0,0,0,0,0,600.0
sector 51,flat,2.1,2300.11,4.0,4.0,3,1.0,Relatively New,2300.0,0,0,0,0,0,0,58,575.0275
sector 65,flat,5.0,2700.08,3.0,3.0,3+,28.0,Relatively New,2800.0,0,1,1,0,0,2,165,900.0266666666666
sector 113,flat,2.45,2217.19,3.0,3.0,3+,3.0,Relatively New,1890.0,0,0,0,0,1,0,174,739.0633333333334
sector 48,flat,2.75,2557.19,3.0,4.0,3+,3.0,Moderately Old,2574.0,0,0,0,0,0,0,32,852.3966666666666
sector 79,flat,0.95,1450.16,2.0,2.0,3,5.0,Relatively New,1611.0,0,0,0,0,0,2,174,725.08
sector 108,flat,3.35,2525.25,3.0,4.0,2,19.0,New Property,2525.25,0,0,0,0,0,0,102,841.75
sector 104,flat,1.3,1647.03,3.0,3.0,3,8.0,New Property,1490.0,1,0,0,0,0,0,103,549.01
sector 76,house,1.75,2800.0,4.0,4.0,0,14.0,New Property,3111.0,0,0,0,0,0,0,0,700.0
sector 89,flat,1.16,1104.76,3.0,2.0,3,1.0,New Property,998.0,0,0,0,0,1,0,49,368.2533333333334
sector 22,flat,6.16,3000.05,4.0,5.0,3+,10.0,New Property,3333.0,0,1,1,0,0,2,49,750.0125
sector 85,flat,1.91,3800.24,4.0,6.0,3,6.0,Relatively New,3890.0,0,0,1,0,0,0,174,950.06
sector 67a,flat,0.62,523.03,2.0,2.0,2,2.0,Relatively New,581.0,0,0,0,0,0,0,64,261.515
sector 15,house,1.45,1170.0,4.0,4.0,2.0,2.0,Old Property,130.0,1,0,0,0,0,0,13,292.5
sector 69,flat,2.06,1809.24,3.0,3.0,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49,603.08
sector 10a,flat,2.3,3556.52,6.0,4.0,2,6.0,Moderately Old,3951.0,0,0,0,0,0,0,0,592.7533333333333
sector 5,flat,0.28,480.03,2.0,2.0,1,2.0,Relatively New,533.0,0,0,0,0,0,0,42,240.015
sector 50,flat,1.14,1336.15,2.0,2.0,2,19.0,Moderately Old,1330.0,1,0,0,0,0,2,174,668.075
sector 74,flat,1.48,1200.03,2.0,2.0,3,13.0,Relatively New,1300.0,0,0,0,1,0,0,158,600.015
sector 90,flat,1.65,2215.06,4.0,4.0,3+,8.0,Relatively New,1900.0,1,0,0,0,0,0,79,553.765
sector 92,flat,1.7,1979.51,3.0,4.0,2,1.0,Under Construction,1475.0,0,0,0,0,0,0,63,659.8366666666667
sector 49,flat,4.52,4115.08,5.0,5.0,3+,14.0,Moderately Old,3724.0,0,1,1,0,1,0,49,823.016
sector 49,flat,3.6,3020.13,4.0,5.0,3,7.0,Moderately Old,3356.0,0,1,1,0,0,1,15,755.0325
sector 65,flat,2.8,1650.07,4.0,4.0,3,2.0,Relatively New,1650.07,0,0,0,0,1,2,89,412.5175
sector 23,house,2.4,2000.0,3.0,3.0,2.0,2.0,Moderately Old,2000.0,0,1,0,1,0,0,28,666.6666666666666
sector 85,flat,1.22,916.05,2.0,2.0,3,16.0,Relatively New,1300.0,0,0,0,1,0,0,81,458.025
sector 92,flat,0.78,1010.1,2.0,2.0,3,2.0,Under Construction,846.0,1,0,0,0,0,0,24,505.05
sector 85,flat,1.78,2408.01,3.0,4.0,3+,6.0,New Property,2179.0,0,0,0,1,0,0,113,802.6700000000001
sector 92,flat,0.99,1091.03,3.0,2.0,3,1.0,Under Construction,1091.0,0,0,0,0,0,0,24,363.6766666666667
sector 107,flat,1.65,2768.46,4.0,5.0,3+,12.0,Relatively New,2505.0,0,0,1,0,0,0,21,692.115
sector 62,flat,10.75,5512.82,5.0,7.0,3,10.0,Relatively New,4990.0,0,0,1,0,0,2,153,1102.564
a block,house,9.85,3323.4,5.0,5.0,2.0,3.0,Old Property,3762.0,0,1,1,0,1,0,21,664.6800000000001
sector 82a,flat,2.25,2100.06,3.0,3.0,3+,29.0,Relatively New,2333.0,0,0,1,0,0,1,72,700.02
sector 69,flat,1.7,2010.17,4.0,4.0,2,10.0,Relatively New,1804.0,0,1,1,1,1,0,174,502.5425
sector 83,flat,1.8,1899.94,3.0,4.0,0,9.0,Relatively New,1900.0,0,0,0,0,0,0,55,633.3133333333334
sector 72,flat,4.1,2907.8,4.0,5.0,3+,39.0,New Property,2629.0,1,0,1,0,0,0,103,726.95
sector 53,house,4.65,2646.0,5.0,5.0,3+,1.0,Moderately Old,2646.0,0,0,0,0,0,2,0,529.2
sector 66,house,15.1,8116.1,5.0,5.0,3+,3.0,New Property,6786.0,0,1,1,1,1,0,120,1623.22
sector 12,house,0.6,450.0,2.0,3.0,2.0,3.0,Moderately Old,30.0,1,0,0,0,0,0,0,225.0
golf course,house,1.6,900.0,3.0,2.0,2.0,41.0,Relatively New,100.0,0,0,0,0,0,0,0,300.0
sector 83,flat,1.38,1720.05,3.0,3.0,3,5.0,Relatively New,1350.0,0,0,1,0,0,2,8,573.35
sector 105,house,0.37,360.0,1.0,3.0,2.0,3.0,Relatively New,360.0,0,0,0,0,0,0,0,360.0
sohna road road,house,6.25,9000.6,3.0,3.0,0,1.0,Moderately Old,9000.0,0,0,0,0,0,0,0,3000.2000000000003
sector 86,flat,0.74,1360.04,2.0,2.0,1,11.0,Under Construction,1231.0,1,0,0,0,0,0,45,680.02
sector 69,flat,1.2,1100.01,2.0,3.0,0,0.0,Relatively New,1100.0,0,0,0,0,0,0,54,550.005
sohna road road,house,5.5,3500.0,3.0,3.0,3+,2.0,Moderately Old,3500.0,1,1,1,0,1,0,49,1166.6666666666667
sector 81,flat,0.9,1780.06,3.0,3.0,0,7.0,Relatively New,1780.0,0,0,0,0,0,0,0,593.3533333333334
sector 82,flat,1.0,1434.93,2.0,2.0,2,14.0,Relatively New,1299.0,1,0,0,0,1,0,69,717.465
sector 37d,flat,1.55,1811.17,3.0,3.0,3+,11.0,Relatively New,1639.0,0,0,0,0,0,0,79,603.7233333333334
sector 56,house,2.99,1449.0,4.0,4.0,2.0,2.0,Moderately Old,1449.0,0,1,1,0,1,2,49,362.25
sector 3,flat,0.55,950.08,2.0,2.0,2,2.0,Old Property,900.0,0,0,0,0,0,0,66,475.04
south city,house,7.0,2475.0,7.0,7.0,3+,3.0,Moderately Old,2475.0,0,1,1,1,1,1,151,353.57142857142856
sector 88a,flat,2.65,1582.37,3.0,3.0,3+,10.0,New Property,1582.37,0,0,0,0,0,0,110,527.4566666666666
sector 67,flat,2.8,2048.13,3.0,3.0,3,2.0,Relatively New,2048.13,0,0,0,1,0,1,174,682.71
sector 92,flat,0.66,1326.1,3.0,2.0,2,15.0,Relatively New,1473.0,0,0,0,0,0,1,44,442.0333333333333
sector 49,house,6.5,3456.0,5.0,5.0,2.0,2.0,Relatively New,3456.0,0,1,1,0,1,2,28,691.2
sohna road,flat,0.9,1119.96,3.0,2.0,0,2.0,Under Construction,1120.0,0,0,0,0,0,0,58,373.32
sector 90,flat,0.92,1950.39,3.0,3.0,2,6.0,Relatively New,2167.0,0,0,0,0,1,2,49,650.13
sector 90,flat,1.25,1930.2,3.0,3.0,3+,6.0,Relatively New,1929.0,0,1,1,0,0,0,136,643.4
sector 48,flat,2.0,2575.66,3.0,3.0,0,15.0,Relatively New,1923.0,0,0,1,0,0,0,74,858.5533333333333
sector 50,house,10.45,3240.0,5.0,7.0,3+,3.0,Moderately Old,3240.0,1,1,1,0,1,2,153,648.0
sector 81,flat,2.35,2103.1,3.0,3.0,3+,14.0,Relatively New,1550.0,1,1,1,0,1,1,49,701.0333333333333
sohna road,flat,0.34,629.05,2.0,2.0,1,0.0,New Property,699.0,0,0,0,0,0,0,0,314.525
sector 33,flat,1.5,1550.07,3.0,3.0,3,6.0,Under Construction,1403.0,0,0,0,0,1,0,72,516.6899999999999
sector 108,flat,0.7,1505.05,2.0,2.0,2,12.0,Moderately Old,1362.0,0,0,0,0,0,0,72,752.525
sector 12,house,3.5,2367.0,8.0,8.0,3+,3.0,Relatively New,4800.0,0,1,1,0,1,1,77,295.875
dlf phase,house,3.25,1069.6,4.0,4.0,3.0,3.0,Old Property,1069.6,0,0,0,0,0,0,15,267.4
sector 86,flat,2.2,1913.04,3.0,3.0,1,7.0,Relatively New,1747.0,0,1,0,0,0,1,77,637.68
sector 113,flat,1.32,1276.1,2.0,2.0,2,3.0,Relatively New,1199.0,0,0,0,0,0,0,49,638.05
sector 79,flat,1.4,1490.15,3.0,3.0,3,2.0,New Property,1656.0,0,0,0,0,0,2,112,496.7166666666667
sector 33,flat,1.15,994.98,2.0,2.0,2,15.0,Under Construction,102.0,0,0,0,0,0,0,38,497.49
sushant lok,house,4.6,2160.0,3.0,3.0,3+,2.0,Old Property,2160.0,0,1,1,1,0,2,37,720.0
sector 66,flat,2.99,2000.0,3.0,3.0,3,7.0,Relatively New,2000.0,0,0,1,0,0,2,49,666.6666666666666
sector 9a,flat,1.3,2579.88,4.0,4.0,3+,9.0,Old Property,2580.0,0,0,0,0,0,0,0,644.97
sector 95,flat,0.2,366.1,1.0,1.0,1,10.0,Relatively New,407.0,0,0,0,0,0,0,82,366.1
sector 2,flat,1.18,1565.19,2.0,2.0,3,5.0,Old Property,1416.0,0,0,0,0,1,0,76,782.595
sector 61,house,2.01,1546.2,3.0,3.0,3.0,4.0,Under Construction,1549.0,0,0,0,0,0,0,145,515.4
sector 83,flat,1.12,1735.09,3.0,3.0,2,4.0,Relatively New,1200.0,0,1,1,1,1,2,165,578.3633333333333
sector 69,flat,1.7,1971.47,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,88,492.8675
sector 113,flat,3.05,2690.07,3.0,4.0,3,15.0,New Property,2600.0,0,0,1,0,0,0,174,896.69
sector 61,flat,2.5,1549.04,3.0,3.0,1,1.0,Under Construction,1549.0,0,0,0,0,0,0,61,516.3466666666667
sector 61,flat,2.1,1800.1,3.0,3.0,3,15.0,Relatively New,1592.0,0,0,0,0,0,2,49,600.0333333333333
sohna road,flat,0.3,567.0,2.0,2.0,2,10.0,Relatively New,516.0,0,0,0,0,0,0,42,283.5
sector 68,flat,1.45,1508.06,3.0,2.0,3+,9.0,New Property,1365.0,0,0,0,0,0,0,0,502.68666666666667
sector 3,flat,1.1,1056.68,2.0,2.0,2,14.0,Under Construction,956.0,0,0,0,0,0,0,60,528.34
sector 102,flat,1.38,1022.6,3.0,3.0,3,6.0,Relatively New,1314.0,0,0,1,0,0,2,128,340.8666666666667
sector 113,flat,2.0,1665.0,3.0,3.0,2,24.0,Under Construction,1507.0,0,0,0,0,0,0,47,555.0
sector 113,flat,2.78,2450.2,3.0,3.0,3,3.0,New Property,2599.0,0,0,1,0,1,0,174,816.7333333333332
sector 89,flat,1.13,1329.41,3.0,3.0,2,4.0,Under Construction,1473.0,0,0,0,0,1,0,115,443.1366666666667
sector 11,house,2.2,1800.0,4.0,3.0,2.0,1.0,Old Property,1800.0,0,1,0,0,1,0,24,450.0
sector 79,flat,1.2,1490.13,3.0,3.0,3+,24.0,Relatively New,1154.0,0,0,0,0,0,2,135,496.71
sector 56,flat,2.05,2600.2,4.0,4.0,3+,6.0,Relatively New,2500.0,1,0,0,0,0,2,101,650.05
new palam,flat,0.35,850.13,2.0,2.0,1,2.0,Relatively New,850.0,0,0,0,0,0,2,21,425.065
sector 91,flat,1.9,2724.01,4.0,4.0,3,9.0,Relatively New,2465.0,0,0,1,0,0,0,120,681.0025
sector 108,flat,0.97,1050.01,2.0,2.0,3,10.0,Relatively New,1167.0,0,0,1,0,0,0,165,525.005
sector 92,flat,0.95,1895.07,4.0,5.0,3+,13.0,Relatively New,1895.0,0,0,0,0,0,0,0,473.7675
sector 91,flat,1.65,2600.47,4.0,4.0,3+,11.0,Moderately Old,2139.0,0,0,1,0,0,0,72,650.1175
sector 102,flat,1.45,1022.64,3.0,3.0,3,10.0,Relatively New,1314.0,0,0,1,0,0,0,165,340.88
sector 103,flat,1.25,1811.07,3.0,4.0,3,11.0,Under Construction,2012.0,0,0,1,0,1,0,105,603.6899999999999
sector 92,flat,0.39,641.76,3.0,3.0,3+,6.0,Relatively New,712.0,0,0,0,0,0,0,104,213.92
sohna road,flat,0.36,602.01,2.0,2.0,1,1.0,New Property,522.0,0,0,0,0,0,0,45,301.005
sector 85,flat,2.13,2812.25,4.0,4.0,3,6.0,Relatively New,2600.0,0,0,0,0,0,0,49,703.0625
sector 50,house,7.42,2160.1,4.0,4.0,3.0,2.0,Old Property,3200.0,0,0,0,0,0,2,88,540.025
sector 108,flat,3.95,2343.1,3.0,4.0,2,15.0,Relatively New,2343.1,0,0,1,0,0,0,49,781.0333333333333
sector 79,flat,1.41,1566.67,2.0,2.0,3,3.0,New Property,1747.0,0,0,0,0,1,0,104,783.335
sector 22,flat,3.5,1800.04,3.0,4.0,3+,8.0,New Property,2000.0,0,0,1,0,0,2,57,600.0133333333333
sector 90,flat,0.66,1300.24,2.0,2.0,3,4.0,Relatively New,1122.0,0,0,0,0,1,0,119,650.12
sector 37d,flat,1.95,1350.04,4.0,3.0,3,7.0,Under Construction,1650.0,0,0,0,0,0,0,53,337.51
sector 83,flat,1.25,1827.75,3.0,2.0,1,6.0,Relatively New,1653.0,0,1,1,1,1,1,174,609.25
sector 61,flat,2.54,1638.71,3.0,3.0,3,2.0,Under Construction,1638.71,0,0,0,1,0,0,16,546.2366666666667
sector 102,flat,3.0,2860.14,4.0,4.0,3+,7.0,Relatively New,3178.0,1,0,0,0,0,2,65,715.035
sector 68,flat,1.02,1260.04,2.0,2.0,2,11.0,Relatively New,1250.0,1,0,0,0,0,2,49,630.02
sector 7,house,0.95,450.0,2.0,1.0,1.0,3.0,New Property,450.0,0,0,0,0,0,0,15,225.0
sector 6,flat,0.6,790.1,2.0,2.0,0,2.0,Relatively New,790.0,0,0,0,0,0,2,15,395.05
sector 92,flat,0.58,1415.32,3.0,3.0,3,3.0,New Property,1281.0,0,0,0,0,0,0,54,471.7733333333333
dlf phase,house,6.6,1800.0,6.0,7.0,3+,2.0,Moderately Old,1800.0,0,0,1,0,1,2,119,300.0
sector 105,house,1.35,3500.1,5.0,3.0,3.0,3.0,Relatively New,3500.0,0,0,0,0,0,0,0,700.02
sohna road,flat,0.9,1120.1,3.0,2.0,2,2.0,Under Construction,1014.0,0,0,0,0,0,0,144,373.3666666666666
sector 81,flat,2.29,2660.01,3.0,4.0,3+,10.0,Relatively New,2315.0,0,0,1,0,1,1,174,886.6700000000001
sohna road,flat,0.38,602.03,2.0,2.0,2,1.0,Relatively New,602.0,0,0,0,0,0,0,0,301.015
sector 37c,flat,1.1,2035.15,3.0,4.0,3,9.0,Relatively New,1899.0,0,0,1,0,1,0,49,678.3833333333333
dlf phase,house,18.0,4518.0,6.0,6.0,2.0,3.0,Old Property,4518.0,1,1,1,0,0,2,49,753.0
sector 68,flat,0.8,1180.12,2.0,2.0,3+,14.0,New Property,1180.0,0,0,0,0,0,2,26,590.06
sector 37c,flat,0.85,1578.17,2.0,3.0,3,9.0,Relatively New,1442.0,0,0,0,0,1,0,49,789.085
sector 61,flat,1.5,1200.0,2.0,2.0,2,2.0,Under Construction,1333.0,0,0,0,0,1,0,49,600.0
sohna road,flat,0.3,640.07,2.0,2.0,2,4.0,Relatively New,711.0,0,0,0,0,0,0,42,320.035
sector 49,house,4.5,2880.0,8.0,8.0,3.0,3.0,Moderately Old,2880.0,0,1,1,1,1,1,151,360.0
sector 70a,flat,1.82,1655.15,3.0,3.0,3,12.0,Relatively New,1600.0,0,0,0,0,0,0,108,551.7166666666667
sector 79,flat,1.28,1505.17,3.0,3.0,3,7.0,Relatively New,1362.0,0,0,0,0,0,0,158,501.72333333333336
sector 81,flat,0.6,900.09,2.0,2.0,1,0.0,Relatively New,1000.0,0,0,0,0,0,0,49,450.045
sector 88a,flat,1.19,1171.03,2.0,2.0,3,15.0,Relatively New,1387.0,0,1,0,0,1,2,174,585.515
sector 109,flat,1.68,2545.07,3.0,3.0,3+,7.0,Moderately Old,2303.0,0,0,1,0,0,0,134,848.3566666666667
sushant lok,house,6.25,2034.0,7.0,7.0,3+,3.0,Moderately Old,2034.0,0,0,1,1,1,0,46,290.57142857142856
sector 63,flat,3.0,1800.07,3.0,3.0,3,3.0,New Property,2000.0,0,0,0,0,0,0,24,600.0233333333333
sector 67,flat,2.72,2350.1,4.0,4.0,3+,0.0,Relatively New,2250.0,0,1,1,0,0,2,128,587.525
sohna road,flat,0.65,822.06,2.0,1.0,2,3.0,New Property,913.0,0,0,0,0,0,0,87,411.03
sector 69,flat,1.43,1582.03,3.0,3.0,2,1.0,Relatively New,1428.0,0,1,0,0,0,0,102,527.3433333333334
sector 69,flat,1.4,1578.18,3.0,3.0,2,11.0,Relatively New,1428.0,0,1,0,0,0,0,126,526.0600000000001
sector 72,house,3.09,4426.3,5.0,5.0,3+,14.0,Relatively New,3653.0,0,0,1,0,0,2,33,885.26
sector 102,flat,2.1,2149.0,3.0,4.0,3+,10.0,Relatively New,1945.0,0,0,1,0,1,0,53,716.3333333333334
sector 84,flat,0.41,583.05,2.0,2.0,2,10.0,New Property,565.0,0,0,0,0,0,2,23,291.525
sector 54,flat,3.85,2341.14,3.0,3.0,3+,8.0,Old Property,2119.0,0,0,1,0,0,0,67,780.38
sector 104,flat,2.62,3150.17,4.0,4.0,3+,14.0,Relatively New,2851.0,0,0,1,0,0,0,174,787.5425
sector 49,flat,2.7,2159.14,3.0,4.0,3+,6.0,Moderately Old,2159.14,0,0,0,0,0,0,0,719.7133333333333
sector 70a,flat,1.15,1000.0,2.0,2.0,3,4.0,New Property,1400.0,0,1,0,0,0,0,132,500.0
gwal pahari,flat,1.45,1430.12,3.0,3.0,3,4.0,Under Construction,1430.0,0,0,0,0,0,0,49,476.70666666666665
sector 52,flat,0.45,461.78,1.0,1.0,0,0.0,Moderately Old,512.0,0,1,0,0,0,2,43,461.78
sector 110,flat,3.45,3400.02,4.0,4.0,3,9.0,Moderately Old,3077.0,0,0,1,0,0,2,125,850.005
sector 37c,flat,1.25,1763.05,3.0,3.0,3,4.0,Relatively New,1350.0,1,0,0,0,0,0,49,587.6833333333333
sector 12,house,2.75,2228.0,6.0,6.0,2.0,2.0,Old Property,2228.0,0,0,0,0,0,0,0,371.3333333333333
sohna road road,flat,1.65,946.05,3.0,3.0,0,1.0,New Property,1051.0,0,0,0,0,0,0,66,315.34999999999997
sector 92,flat,0.65,1440.6,3.0,3.0,3,1.0,Moderately Old,1303.0,0,0,0,0,0,0,91,480.2
sector 112,flat,3.1,1500.05,2.0,2.0,3,9.0,Relatively New,1500.05,0,0,1,1,1,2,80,750.025
sector 82,flat,1.16,1660.23,3.0,3.0,3+,1.0,Relatively New,1844.0,0,1,1,1,0,2,151,553.41
sohna road,flat,0.42,585.45,2.0,2.0,1,18.0,Relatively New,650.0,0,0,0,0,0,0,44,292.725
sector 78,flat,0.99,1622.95,2.0,2.0,3,14.0,Under Construction,1467.0,1,0,0,0,0,0,39,811.475
sector 79,flat,1.34,1572.03,2.0,2.0,3,2.0,Relatively New,1423.0,0,0,0,0,1,0,158,786.015
sector 79,flat,2.01,2366.1,3.0,4.0,3+,6.0,Relatively New,2141.0,0,0,1,0,0,0,158,788.6999999999999
sector 23,house,1.2,1926.2,3.0,2.0,2.0,3.0,New Property,1500.0,0,0,0,0,0,2,79,642.0666666666667
sector 5,house,3.5,2250.1,6.0,5.0,2.0,3.0,Old Property,2250.0,1,1,1,0,1,1,155,375.01666666666665
sector 84,flat,1.05,2095.39,4.0,4.0,3+,3.0,New Property,1896.0,0,0,0,0,1,0,66,523.8475
sector 109,house,6.0,6227.9,5.0,5.0,3+,2.0,Relatively New,6228.0,0,1,1,1,1,0,160,1245.58
sector 37c,flat,1.27,1756.33,3.0,3.0,3,2.0,Relatively New,1595.0,1,0,0,0,0,0,49,585.4433333333333
sector 104,flat,1.4,884.62,3.0,2.0,2,4.0,Under Construction,1120.0,0,0,0,0,0,0,49,294.87333333333333
sector 2,house,5.7,2518.3,9.0,9.0,3+,3.0,Moderately Old,2430.0,0,1,0,0,0,2,0,279.81111111111113
sector 65,flat,3.5,1975.06,4.0,4.0,3,4.0,Relatively New,1975.06,0,0,1,0,0,0,114,493.765
sushant lok,flat,1.5,2214.02,3.0,2.0,3+,1.0,Moderately Old,273.0,0,0,0,0,0,0,87,738.0066666666667
sector 66,house,8.7,2250.0,4.0,5.0,2.0,3.0,New Property,2250.0,0,0,1,0,1,0,144,562.5
sector 84,flat,0.89,2036.61,3.0,3.0,3,8.0,Relatively New,1833.0,0,1,0,0,0,0,67,678.87
sector 28,house,5.5,1800.0,4.0,3.0,3.0,2.0,Old Property,1800.0,1,1,0,0,0,2,22,450.0
dlf phase,house,2.75,3587.3,7.0,7.0,3+,3.0,Moderately Old,3000.0,1,0,0,0,0,2,0,512.4714285714286
sector 37c,flat,0.95,1875.25,3.0,3.0,3+,0.0,New Property,1697.0,0,0,0,0,0,0,51,625.0833333333334
sector 83,flat,1.08,1740.25,3.0,3.0,3,6.0,Relatively New,1537.0,0,0,0,1,0,0,111,580.0833333333334
dlf phase,house,9.0,2700.0,5.0,5.0,3.0,3.0,Old Property,2700.0,0,1,1,1,1,0,56,540.0
sector 70,flat,1.1,1350.02,3.0,2.0,2,5.0,Relatively New,1350.0,0,0,0,0,0,0,0,450.00666666666666
sushant lok,house,6.21,2700.0,6.0,6.0,3+,4.0,Old Property,2700.0,0,1,1,1,1,0,52,450.0
sector 63,flat,0.88,804.02,1.0,1.0,2,4.0,New Property,804.0,0,0,0,0,0,0,0,804.02
sector 99,flat,2.45,2780.3,3.0,4.0,3,1.0,New Property,2516.0,0,0,1,0,0,2,165,926.7666666666668
sector 7,house,1.3,963.0,2.0,3.0,2.0,3.0,Old Property,963.0,0,0,0,0,0,0,0,481.5
sector 107,flat,0.36,547.03,2.0,2.0,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45,273.515
sector 84,flat,0.69,1350.03,2.0,2.0,3+,8.0,Relatively New,1222.0,0,0,0,0,1,0,59,675.015
sector 37d,flat,1.65,2191.24,4.0,3.0,3+,6.0,Relatively New,2091.0,0,0,0,0,0,2,149,547.81
sector 69,flat,0.91,1326.14,3.0,2.0,2,12.0,Moderately Old,1473.0,0,0,0,0,0,0,43,442.0466666666667
sector 66,flat,3.5,2125.08,3.0,4.0,3,6.0,Relatively New,2150.0,0,0,1,0,0,0,68,708.36
sector 56,flat,1.65,2355.12,3.0,3.0,3+,5.0,Moderately Old,2131.0,0,0,0,0,1,2,134,785.04
sector 103,flat,2.2,2875.07,4.0,6.0,3+,4.0,Relatively New,2602.0,0,0,1,0,0,2,108,718.7675
sector 72,flat,6.75,3500.13,4.0,4.0,3+,0.0,New Property,4000.0,0,0,1,0,0,2,174,875.0325
sector 92,flat,1.55,1600.08,3.0,3.0,3,17.0,Relatively New,1792.0,0,0,1,0,0,2,60,533.36
sohna road,flat,0.95,1210.19,3.0,2.0,3+,3.0,New Property,1210.0,0,0,0,0,0,0,85,403.3966666666667
sector 95,flat,0.6,1250.0,2.0,2.0,3,10.0,New Property,1250.0,0,0,0,0,0,0,0,625.0
sector 68,flat,1.0,800.0,2.0,2.0,3,21.0,Relatively New,889.0,0,0,0,0,0,0,31,400.0
sector 83,flat,0.65,1050.08,2.0,2.0,2,1.0,Relatively New,950.0,0,0,0,0,0,2,174,525.04
sector 70,flat,2.35,2400.16,4.0,4.0,3+,10.0,Moderately Old,2667.0,0,0,1,0,0,2,65,600.04
