sector,property_type,price,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 109,house,7.0,5400.0,4.0,4.0,3+,2.0,Relatively New,5400.0,0,0,0,0,0,2,102,1350.0
sector 89,flat,0.97,1233.63,2.0,2.0,2,1.0,New Property,1371.0,0,0,0,0,1,0,28,616.815
sector 91,flat,1.5,2320.19,3.0,4.0,3+,3.0,Relatively New,1786.0,0,0,1,0,1,0,112,773.3966666666666
sector 110,flat,3.4,3400.0,4.0,5.0,3,10.0,Relatively New,3000.0,0,0,1,0,0,0,152,850.0
sector 12,house,6.0,1710.0,4.0,6.0,2.0,2.0,Old Property,1710.0,0,0,0,0,0,0,0,427.5
sector 79,flat,0.78,1295.04,2.0,2.0,3+,17.0,Relatively New,1172.0,0,0,0,0,0,0,24,647.52
sector 36,flat,0.24,412.02,1.0,1.0,1,8.0,New Property,458.0,0,0,0,0,0,0,57,412.02
sector 70a,house,5.25,2610.0,5.0,4.0,3+,3.0,New Property,2610.0,0,0,1,0,0,2,49,522.0
sector 84,flat,0.49,1125.14,2.0,2.0,2,16.0,Relatively New,1018.0,0,0,0,0,0,0,66,562.57
sector 79,flat,0.96,722.02,2.0,2.0,3,8.0,Relatively New,1012.0,0,0,0,0,0,0,49,361.01
sector 56,flat,1.35,1300.08,3.0,2.0,2,1.0,Old Property,1275.0,1,0,0,0,0,0,159,433.36
sector 45,house,8.5,3239.9,5.0,4.0,2.0,1.0,Moderately Old,3240.0,0,1,1,0,0,2,49,647.98
sector 85,flat,1.06,1671.13,2.0,2.0,2,12.0,Relatively New,1512.0,0,0,0,0,0,0,44,835.565
sector 109,flat,1.75,1745.11,3.0,3.0,3,10.0,Relatively New,1550.0,0,1,0,0,0,2,49,581.7033333333333
sector 48,flat,1.6,1910.22,3.0,3.0,3+,8.0,Old Property,1895.0,1,0,0,0,0,2,49,636.74
sector 109,house,6.25,6228.2,5.0,7.0,3+,3.0,Relatively New,6228.0,0,1,1,1,1,0,147,1245.64
sector 102,flat,1.1,914.99,2.0,2.0,1,7.0,Relatively New,915.0,0,0,0,0,0,0,0,457.495
sector 52,flat,1.45,1900.14,3.0,3.0,3+,7.0,Relatively New,1800.0,1,0,0,0,0,2,108,633.38
sector 37d,flat,1.1,1725.22,3.0,3.0,3+,7.0,Under Construction,1561.0,0,0,0,0,0,0,109,575.0733333333334
sector 70a,flat,1.27,1298.97,2.0,2.0,3+,24.0,Relatively New,1449.0,1,0,0,0,0,2,113,649.485
sector 76,flat,1.9,1672.09,3.0,3.0,2,0.0,Under Construction,1513.0,0,0,0,0,0,0,61,557.3633333333333
sector 81,flat,1.45,1810.01,3.0,3.0,3,8.0,Relatively New,1650.0,1,0,0,0,0,2,128,603.3366666666667
sector 108,flat,1.2,1758.24,3.0,2.0,3+,11.0,Relatively New,1550.0,0,1,1,0,0,2,174,586.08
sector 107,flat,0.5,645.08,3.0,2.0,2,6.0,Relatively New,717.0,1,0,0,0,0,0,15,215.02666666666667
sector 53,flat,4.8,2895.05,3.0,4.0,3+,8.0,Relatively New,2500.0,1,1,1,0,0,2,174,965.0166666666668
mehrauli gurgaon,flat,2.2,1760.0,3.0,4.0,3+,3.0,Old Property,1956.0,0,0,0,0,0,0,0,586.6666666666666
sohna road road,flat,0.69,1352.94,2.0,2.0,2,3.0,Under Construction,1350.0,0,0,0,0,0,0,0,676.47
sohna road,flat,0.35,625.0,2.0,2.0,2,14.0,Relatively New,694.0,0,0,0,0,0,0,98,312.5
sector 28,flat,6.0,2685.04,3.0,3.0,2,8.0,Moderately Old,2983.0,0,0,1,0,0,0,31,895.0133333333333
sector 26,house,5.5,1800.0,4.0,4.0,3.0,2.0,Moderately Old,1800.0,0,1,1,0,1,0,69,450.0
sector 72,flat,3.3,2185.14,3.0,4.0,3+,15.0,New Property,2185.14,0,0,1,0,0,1,174,728.38
sector 38,house,4.3,1494.0,3.0,9.0,3+,3.0,Relatively New,1494.0,1,1,0,0,0,2,41,498.0
sector 70a,flat,1.55,1976.03,3.0,3.0,3,8.0,Relatively New,1600.0,1,1,1,0,1,0,42,658.6766666666666
sector 7,flat,0.5,900.09,2.0,2.0,2,2.0,Moderately Old,824.0,0,0,0,1,0,0,0,450.045
dlf phase,house,16.0,4235.3,4.0,4.0,3.0,1.0,Relatively New,4500.0,0,1,0,1,1,0,7,1058.825
sector 109,house,5.9,2430.0,4.0,5.0,2.0,2.0,Relatively New,2430.0,0,0,1,0,0,2,111,607.5
surat nagar,house,0.48,864.0,2.0,2.0,1.0,1.0,New Property,795.0,1,1,0,0,1,0,44,432.0
sector 50,flat,1.8,1877.15,3.0,4.0,3+,6.0,Moderately Old,1870.0,0,0,1,0,0,2,174,625.7166666666667
sector 92,flat,0.56,1184.18,3.0,1.0,3,1.0,Moderately Old,1316.0,0,0,0,0,0,2,75,394.7266666666667
sector 102,flat,1.82,1942.16,3.0,4.0,3+,15.0,Moderately Old,1757.0,0,0,1,0,0,0,125,647.3866666666667
sector 99,flat,0.72,7602.96,2.0,2.0,2,12.0,Relatively New,784.0,0,0,0,1,0,0,31,3801.48
sohna road,flat,0.75,1081.0,2.0,2.0,0,1.0,Relatively New,1081.0,0,0,0,0,0,0,58,540.5
sector 85,flat,0.72,1475.11,3.0,3.0,2,9.0,Moderately Old,1350.0,1,0,0,0,0,0,49,491.7033333333333
sector 91,flat,0.95,1595.57,2.0,2.0,2,10.0,Relatively New,1186.0,0,0,0,0,0,0,77,797.785
sector 53,flat,6.5,2965.06,3.0,4.0,3+,0.0,Old Property,2683.0,1,0,0,0,1,0,72,988.3533333333334
sector 85,flat,1.77,2408.16,3.0,4.0,3,6.0,Moderately Old,1450.0,0,0,1,0,0,2,135,802.7199999999999
sohna road,flat,0.32,519.06,2.0,2.0,2,2.0,New Property,577.0,0,0,0,0,0,0,37,259.53
sector 65,flat,2.86,2042.86,3.0,3.0,3,45.0,Under Construction,2267.0,0,0,1,0,0,0,48,680.9533333333333
sector 86,flat,0.41,593.77,2.0,2.0,1,3.0,Relatively New,668.0,0,0,0,0,0,0,63,296.885
sector 50,house,7.0,3000.0,4.0,4.0,2.0,3.0,Old Property,3400.0,0,0,1,0,0,0,118,750.0
sector 70,flat,1.15,1350.08,2.0,2.0,2,6.0,Relatively New,1500.0,0,0,0,0,1,0,85,675.04
sector 54,house,3.51,2843.9,4.0,4.0,3.0,4.0,New Property,2844.0,0,0,1,0,0,0,73,710.975
sohna road,flat,0.32,580.03,2.0,2.0,1,7.0,New Property,644.0,0,0,0,0,0,0,37,290.015
sohna road,flat,0.29,480.53,2.0,2.0,2,9.0,Relatively New,533.0,0,0,0,0,0,0,55,240.265
sector 7,flat,0.54,917.12,2.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,70,458.56
sector 33,flat,1.27,1383.14,2.0,2.0,3+,9.0,Under Construction,1252.0,0,0,0,0,0,0,38,691.57
sector 85,flat,2.0,2408.19,3.0,4.0,3,6.0,Relatively New,2300.0,0,0,1,0,0,0,49,802.73
sector 1,flat,0.86,2588.02,3.0,3.0,3+,3.0,Moderately Old,1900.0,0,0,1,0,0,0,81,862.6733333333333
sector 102,flat,1.05,915.03,2.0,2.0,2,0.0,Under Construction,1017.0,0,0,0,0,0,0,49,457.515
sector 70,flat,0.53,1104.17,2.0,2.0,2,9.0,Under Construction,991.0,1,0,0,0,0,0,24,552.085
sector 70,flat,1.1,1300.08,2.0,2.0,2,0.0,New Property,1026.0,0,0,0,0,1,0,49,650.04
dlf phase,flat,0.9,1244.12,4.0,2.0,3+,1.0,Old Property,1382.0,0,0,0,0,0,0,0,311.03
sector 108,flat,0.95,1822.02,3.0,3.0,3,3.0,Relatively New,1649.0,1,0,0,0,0,0,95,607.34
sohna road,flat,0.35,576.04,2.0,2.0,2,11.0,Relatively New,527.0,0,0,0,0,0,0,64,288.02
sector 109,house,6.0,2430.0,4.0,5.0,3+,2.0,Relatively New,2430.0,0,0,1,0,0,2,96,607.5
sector 108,flat,1.25,2200.32,3.0,2.0,0,0.0,Relatively New,1991.0,0,0,0,0,0,2,65,733.44
sector 102,flat,1.3,1650.17,3.0,3.0,3,4.0,Relatively New,1314.0,0,0,1,0,0,2,125,550.0566666666667
sector 68,flat,1.1,1245.05,2.0,2.0,3,11.0,New Property,1127.0,0,0,0,0,0,0,95,622.525
sector 78,flat,1.05,1853.16,3.0,3.0,3,6.0,Moderately Old,1853.0,0,0,0,0,0,0,0,617.72
sector 37d,flat,0.65,596.0,2.0,2.0,3,0.0,New Property,625.0,0,0,0,0,0,0,40,298.0
sector 7,house,1.55,1116.0,2.0,2.0,2.0,1.0,Moderately Old,1080.0,0,0,0,0,0,2,52,558.0
sector 92,flat,1.83,2325.29,4.0,3.0,3,8.0,New Property,2104.0,0,0,1,0,0,0,128,581.3225
sector 65,flat,5.0,3000.12,3.0,3.0,3,2.0,Relatively New,3245.0,0,0,1,0,0,2,174,1000.04
sector 53,flat,6.0,2450.08,3.0,4.0,3+,6.0,Moderately Old,2217.0,1,0,1,0,0,2,26,816.6933333333333
gwal pahari,flat,1.38,1130.04,2.0,2.0,2,4.0,Under Construction,1130.0,0,0,0,0,0,0,133,565.02
sector 50,house,10.56,3240.0,5.0,5.0,3.0,3.0,Moderately Old,3240.0,0,0,1,0,0,0,20,648.0
sector 86,house,0.42,450.0,2.0,3.0,2.0,3.0,Relatively New,50.0,0,0,0,0,0,0,0,225.0
sector 66,flat,2.1,1700.13,3.0,4.0,2,12.0,Relatively New,1800.0,0,0,1,0,0,2,156,566.71
sector 74,flat,2.25,1800.0,3.0,3.0,3,5.0,Relatively New,1900.0,0,0,0,0,1,0,174,600.0
sector 108,flat,0.98,734.47,2.0,3.0,3,4.0,Relatively New,978.0,0,0,0,0,1,0,135,367.235
sector 37d,flat,1.8,2191.11,4.0,3.0,3,12.0,Relatively New,1983.0,0,0,0,0,1,2,144,547.7775
sector 55,house,3.55,1449.0,4.0,4.0,3+,2.0,Old Property,1449.0,0,0,0,0,0,2,27,362.25
sohna road,flat,1.14,1745.79,3.0,3.0,3+,4.0,Relatively New,1382.0,0,0,0,0,0,0,157,581.93
sector 65,flat,3.0,1666.67,3.0,3.0,3,20.0,Under Construction,1666.67,0,0,0,0,0,0,60,555.5566666666667
sector 92,flat,0.8,1900.24,4.0,3.0,2,10.0,Relatively New,1719.0,1,0,0,0,0,0,37,475.06
sector 85,flat,1.2,1678.09,2.0,2.0,3,15.0,Relatively New,1660.0,0,0,0,0,0,0,49,839.045
sector 105,house,9.9,2000.0,2.0,2.0,2.0,3.0,Relatively New,2000.0,0,0,0,0,0,0,0,1000.0
sector 92,flat,1.25,2050.19,3.0,3.0,3,18.0,Under Construction,2278.0,0,0,1,0,0,0,44,683.3966666666666
sohna road,flat,0.3,585.48,2.0,2.0,1,11.0,New Property,650.0,0,0,0,0,0,0,91,292.74
dlf phase,house,1.39,1200.0,2.0,2.0,1.0,3.0,Old Property,1450.0,0,0,0,1,0,0,37,600.0
sector 3,flat,1.25,1444.09,2.0,2.0,3,14.0,Under Construction,1161.0,0,0,0,0,0,0,36,722.045
sohna road,flat,0.24,570.07,2.0,2.0,1,12.0,Relatively New,516.0,0,0,0,0,0,0,38,285.035
sector 102,flat,1.35,1650.17,3.0,3.0,3,5.0,Relatively New,1314.0,0,0,1,0,0,0,119,550.0566666666667
sector 84,flat,1.5,2000.0,3.0,3.0,3,2.0,New Property,1849.0,0,0,1,0,0,0,108,666.6666666666666
dlf phase,house,19.0,4518.0,6.0,6.0,3.0,2.0,Relatively New,4518.0,0,0,1,0,1,2,121,753.0
sohna road,flat,0.95,1449.5,2.0,2.0,3,8.0,Under Construction,1131.0,0,0,0,0,1,0,42,724.75
sector 102,flat,1.5,1650.17,3.0,3.0,3,7.0,Relatively New,1314.0,0,1,0,0,0,2,174,550.0566666666667
sector 108,flat,0.7,1505.05,2.0,2.0,2,12.0,Relatively New,1505.0,0,0,0,0,0,0,0,752.525
sector 92,flat,0.78,969.31,2.0,2.0,2,2.0,New Property,1083.0,0,0,0,0,0,2,47,484.655
sohna road,flat,0.9,1465.08,2.0,2.0,3+,7.0,Moderately Old,1100.0,0,0,0,0,1,2,156,732.54
sector 84,flat,0.35,583.04,2.0,2.0,1,4.0,Relatively New,528.0,0,0,0,0,0,0,37,291.52
sector 106,flat,3.2,2000.0,3.0,3.0,3+,6.0,Under Construction,2224.0,0,0,1,0,0,0,49,666.6666666666666
sector 48,house,5.5,2592.0,3.0,6.0,2.0,2.0,Moderately Old,2592.0,1,0,1,0,0,2,106,864.0
sector 56,flat,2.05,2400.19,4.0,4.0,3+,8.0,Moderately Old,2667.0,0,0,0,0,0,2,49,600.0475
sector 65,flat,2.35,1650.05,3.0,3.0,3,2.0,Relatively New,1493.0,0,0,1,0,1,2,168,550.0166666666667
sector 12,house,1.5,1350.0,5.0,5.0,2.0,3.0,Old Property,1350.0,0,0,0,0,0,0,16,270.0
sohna road,flat,0.54,750.0,2.0,2.0,2,4.0,Under Construction,833.0,0,0,0,0,0,0,111,375.0
sector 106,flat,1.34,1403.14,4.0,5.0,3+,7.0,Relatively New,1535.0,0,0,1,0,0,0,49,350.785
sector 5,house,3.75,3400.1,5.0,5.0,3+,3.0,Old Property,3400.0,0,0,0,0,0,0,0,680.02
sector 69,flat,1.6,1578.06,3.0,3.0,2,0.0,Relatively New,1428.0,0,1,0,0,0,0,49,526.02
sector 3,flat,0.4,900.09,3.0,2.0,1,3.0,Relatively New,1000.0,0,0,0,0,0,0,7,300.03000000000003
sector 12,house,1.4,1608.8,2.0,2.0,1.0,2.0,Old Property,1494.0,0,0,0,0,0,0,0,804.4
sector 79,flat,1.12,1567.31,2.0,2.0,3,6.0,Relatively New,1325.0,0,0,0,0,1,0,49,783.655
sector 85,flat,1.05,1640.11,2.0,2.0,3,11.0,Relatively New,1484.0,0,0,0,0,0,0,44,820.055
sector 48,flat,1.76,1776.16,3.0,3.0,3+,9.0,Moderately Old,1576.0,0,1,1,0,0,2,158,592.0533333333334
sector 69,flat,1.68,1668.16,3.0,3.0,2,0.0,Relatively New,1510.0,0,0,0,0,0,0,157,556.0533333333334
sector 4,house,0.65,500.0,2.0,1.0,1.0,3.0,Moderately Old,500.0,0,0,0,0,0,0,7,250.0
sector 77,flat,1.9,2000.0,3.0,4.0,3+,6.0,New Property,1582.0,0,0,1,0,0,2,42,666.6666666666666
sector 90,flat,0.64,1300.02,2.0,2.0,3,6.0,Old Property,1199.0,0,0,0,0,1,0,103,650.01
sector 82a,flat,2.85,2606.07,4.0,4.0,3+,2.0,New Property,2179.0,0,0,1,0,0,1,174,651.5175
b block,house,8.25,2700.0,5.0,6.0,3+,3.0,Moderately Old,2700.0,0,1,1,1,1,2,64,540.0
sector 65,flat,4.94,3043.18,3.0,4.0,3,15.0,Moderately Old,2754.0,0,0,1,0,0,0,165,1014.3933333333332
sector 23,house,5.5,2520.0,8.0,8.0,2.0,3.0,Moderately Old,2520.0,0,1,1,0,1,2,76,315.0
sector 107,flat,0.98,1526.24,2.0,2.0,3,7.0,Relatively New,1281.0,0,0,0,0,1,2,174,763.12
sector 28,flat,6.2,2685.03,3.0,4.0,3+,21.0,Relatively New,2000.0,0,0,1,0,0,2,160,895.0100000000001
sector 110,flat,3.79,3830.22,5.0,5.0,3,4.0,Relatively New,3466.0,1,0,1,0,0,0,125,766.044
sector 84,flat,2.28,2600.07,4.0,4.0,3+,8.0,Relatively New,2998.0,0,0,1,0,0,0,61,650.0175
sector 9,house,0.42,450.0,2.0,3.0,2.0,2.0,Old Property,450.0,0,0,0,0,0,0,0,225.0
sector 83,flat,1.76,1900.03,3.0,3.0,3,6.0,Relatively New,1500.0,0,0,1,0,0,2,165,633.3433333333334
sohna road,flat,0.3,747.94,2.0,2.0,2,3.0,Relatively New,743.0,0,0,0,0,0,0,0,373.97
sohna road,flat,0.75,1350.14,2.0,2.0,2,4.0,Moderately Old,1350.0,0,0,0,0,0,0,70,675.07
sector 37d,house,1.16,1538.7,1.0,1.0,0,1.0,Relatively New,1535.0,0,0,0,0,0,0,0,1538.7
sector 12,house,0.38,900.0,3.0,3.0,3.0,3.0,Relatively New,900.0,0,0,0,0,0,0,0,300.0
sector 68,flat,1.0,1180.08,2.0,2.0,2,12.0,New Property,1311.0,0,0,0,0,0,0,54,590.04
sector 70,flat,2.0,2400.1,4.0,5.0,3+,7.0,Moderately Old,2169.0,0,0,1,0,0,2,174,600.025
sector 2,flat,0.55,650.04,1.0,1.0,2,7.0,Moderately Old,588.0,0,0,0,0,0,0,31,650.04
sector 111,flat,3.45,2950.23,4.0,5.0,3+,10.0,Relatively New,2670.0,0,0,1,0,0,0,101,737.5575
sector 1,flat,0.81,2588.69,3.0,3.0,3+,2.0,Moderately Old,1900.0,0,0,1,0,0,0,74,862.8966666666666
sector 89,flat,1.3,1910.08,3.0,3.0,3+,1.0,New Property,2122.0,0,0,1,0,0,0,35,636.6933333333333
sector 88b,flat,1.1,1350.02,2.0,4.0,3+,2.0,Under Construction,1350.0,0,0,0,0,1,0,58,675.01
sector 90,flat,0.5,716.02,2.0,2.0,2,1.0,Under Construction,796.0,0,0,0,0,0,0,21,358.01
sector 85,flat,1.15,961.06,2.0,2.0,3,20.0,Relatively New,1263.0,0,1,0,0,0,0,107,480.53
sector 92,flat,0.82,1523.03,3.0,3.0,3+,12.0,Relatively New,1523.0,0,0,0,0,0,0,0,507.6766666666667
sector 107,flat,0.28,489.08,2.0,2.0,2,6.0,Relatively New,543.0,0,0,0,0,0,0,45,244.54
sector 49,flat,1.69,1960.1,3.0,3.0,3,3.0,Moderately Old,2178.0,0,1,0,0,0,0,136,653.3666666666667
sector 109,flat,1.8,2545.25,3.0,3.0,3+,10.0,Relatively New,2000.0,0,0,0,0,0,0,174,848.4166666666666
sector 83,flat,1.25,1600.1,4.0,4.0,3,12.0,Moderately Old,1970.0,0,0,1,0,0,0,103,400.025
sohna road,flat,0.28,650.1,2.0,2.0,2,12.0,New Property,588.0,0,0,0,0,0,0,0,325.05
sector 50,flat,2.5,2093.1,3.0,3.0,3,11.0,Relatively New,1894.0,0,1,0,0,0,2,127,697.6999999999999
sector 50,flat,8.5,10000.0,4.0,4.0,3,9.0,Moderately Old,11111.0,0,0,1,0,0,0,35,2500.0
sector 48,flat,3.3,3305.29,5.0,5.0,3+,4.0,Old Property,3305.0,0,0,1,0,0,0,71,661.058
sector 33,flat,2.3,1800.11,4.0,4.0,3+,5.0,New Property,2000.0,0,1,1,0,0,0,42,450.0275
dlf phase,house,10.0,2700.0,5.0,6.0,3.0,3.0,Old Property,2700.0,0,0,1,1,0,2,64,540.0
sector 92,flat,0.92,1895.34,4.0,5.0,3+,14.0,Moderately Old,1895.0,0,0,0,0,0,2,131,473.835
sector 108,flat,0.65,1365.26,2.0,2.0,2,5.0,Relatively New,1235.0,0,1,0,0,0,2,174,682.63
sector 109,flat,1.7,1320.08,3.0,3.0,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,103,440.02666666666664
sector 65,flat,2.0,1310.02,2.0,2.0,2,16.0,New Property,1186.0,0,0,0,0,0,2,174,655.01
sohna road,flat,0.58,822.0,2.0,2.0,2,3.0,Relatively New,822.0,0,0,0,0,0,0,58,411.0
sector 89,flat,0.5,644.08,2.0,2.0,1,4.0,Relatively New,672.0,0,0,0,0,0,1,69,322.04
sector 90,flat,1.3,1818.18,3.0,3.0,3+,7.0,Relatively New,1700.0,0,0,0,0,0,0,141,606.0600000000001
sector 1,flat,0.85,1666.01,3.0,2.0,2,5.0,Moderately Old,1508.0,0,0,0,0,0,0,0,555.3366666666667
sector 57,house,9.25,5580.0,5.0,5.0,3+,4.0,Relatively New,5580.0,0,1,1,1,1,2,160,1116.0
sector 90,flat,1.0,1950.08,3.0,4.0,3,8.0,New Property,1765.0,0,0,1,0,0,0,95,650.0266666666666
sector 86,house,2.47,3200.3,4.0,4.0,3+,2.0,Moderately Old,2800.0,0,1,1,0,0,2,130,800.075
sector 102,flat,2.5,2149.06,3.0,4.0,3+,25.0,New Property,1945.0,0,0,1,0,1,2,56,716.3533333333334
sushant lok,house,8.5,2700.0,5.0,5.0,3.0,3.0,Moderately Old,2700.0,0,0,1,0,0,2,113,540.0
sector 102,flat,0.97,915.01,2.0,2.0,2,12.0,Relatively New,828.0,0,0,0,0,0,0,100,457.505
sector 104,flat,1.75,2324.04,4.0,5.0,3+,1.0,New Property,2582.0,0,0,1,0,0,0,60,581.01
sector 77,flat,0.86,1342.07,2.0,2.0,2,16.0,New Property,1214.0,0,0,0,0,0,2,79,671.035
sector 65,flat,2.79,1975.08,4.0,4.0,3+,2.0,Relatively New,2194.0,0,0,1,0,1,1,174,493.77
sector 9a,flat,0.88,1800.33,3.0,3.0,2,2.0,Old Property,1438.0,0,0,0,0,0,2,31,600.11
sector 85,flat,2.1,2812.37,4.0,5.0,3+,9.0,Relatively New,2545.0,0,0,0,0,0,2,67,703.0925
sector 104,flat,1.32,1550.02,2.0,2.0,2,10.0,Relatively New,1403.0,0,0,0,0,0,0,128,775.01
sector 47,house,8.81,3240.0,8.0,6.0,3+,3.0,Moderately Old,3240.0,1,0,1,0,1,2,27,405.0
sector 69,flat,1.55,1578.09,3.0,3.0,2,0.0,Relatively New,1428.0,0,1,0,0,0,2,129,526.03
sector 82a,flat,1.59,1538.02,3.0,3.0,3+,5.0,Relatively New,1668.0,1,0,0,0,0,1,167,512.6733333333333
sector 56,flat,1.55,2000.0,3.0,3.0,3,5.0,Old Property,1810.0,0,0,1,0,0,2,52,666.6666666666666
sector 81,flat,2.25,2132.1,3.0,3.0,3+,15.0,Relatively New,1929.0,0,0,1,0,0,1,165,710.6999999999999
sector 84,flat,1.2,1610.09,2.0,2.0,3,3.0,Relatively New,1457.0,0,0,0,0,1,2,133,805.045
sector 62,flat,2.15,1508.03,2.0,2.0,3,31.0,Under Construction,1676.0,0,0,0,0,0,0,101,754.015
sector 92,flat,0.75,1050.13,3.0,2.0,2,3.0,New Property,1298.0,0,0,0,0,0,0,121,350.04333333333335
sector 62,flat,9.2,4613.15,4.0,6.0,3,5.0,Relatively New,3867.0,0,1,1,0,0,2,156,1153.2875
sector 83,flat,1.05,1225.06,3.0,3.0,3,8.0,Moderately Old,1468.0,0,1,0,0,0,2,103,408.3533333333333
sector 69,flat,1.72,1970.22,4.0,4.0,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86,492.555
dlf phase,house,17.0,4518.0,5.0,6.0,3.0,2.0,Old Property,4518.0,0,1,1,1,0,2,87,903.6
sector 107,flat,0.5,1050.2,3.0,2.0,2,5.0,Relatively New,850.0,1,0,0,0,0,0,35,350.06666666666666
sector 28,flat,4.3,3462.16,3.0,4.0,3,5.0,Old Property,3133.0,0,0,1,1,0,0,24,1154.0533333333333
sohna road,flat,0.3,480.54,2.0,2.0,2,4.0,Relatively New,523.0,0,0,0,0,0,1,120,240.27
sector 9a,flat,1.5,1650.17,4.0,3.0,3+,8.0,Relatively New,1833.0,0,0,0,0,0,2,8,412.5425
sector 92,flat,0.95,2235.29,4.0,3.0,2,16.0,New Property,1983.0,0,0,0,0,0,0,95,558.8225
sector 102,flat,1.4,1650.17,3.0,3.0,3,10.0,Relatively New,1300.0,0,0,1,0,0,0,46,550.0566666666667
sector 102,flat,1.75,1128.01,3.0,3.0,3+,1.0,Relatively New,1465.0,0,0,0,0,0,0,49,376.0033333333334
sector 90,flat,1.27,2565.14,4.0,5.0,2,9.0,New Property,2248.0,0,0,1,0,1,0,83,641.285
sector 57,flat,2.5,2250.02,3.0,3.0,3,9.0,Moderately Old,2036.0,0,0,0,0,0,0,55,750.0066666666667
sector 103,flat,1.33,1550.12,3.0,3.0,3+,8.0,Relatively New,1671.0,0,0,0,0,1,0,150,516.7066666666666
sector 47,flat,1.8,3000.0,4.0,4.0,3+,4.0,Moderately Old,2857.0,0,0,0,1,0,2,120,750.0
sector 84,flat,0.35,481.03,2.0,2.0,1,10.0,Relatively New,531.0,0,0,0,1,0,0,103,240.515
sector 15,house,1.8,1800.0,4.0,3.0,1.0,1.0,Old Property,1800.0,0,0,0,0,0,0,16,450.0
sector 102,flat,1.6,1650.17,3.0,3.0,3,8.0,Relatively New,1314.0,0,0,0,0,0,0,46,550.0566666666667
sector 66,flat,3.98,2200.11,3.0,4.0,3+,2.0,Moderately Old,2200.11,0,0,1,0,0,2,123,733.37
sector 92,flat,0.45,750.0,3.0,3.0,1,10.0,Relatively New,833.0,0,0,0,0,0,0,0,250.0
sector 37c,flat,1.0,2117.3,3.0,3.0,3,3.0,Under Construction,1629.0,0,0,0,0,0,0,51,705.7666666666668
sector 104,flat,1.2,683.84,2.0,2.0,2,22.0,Under Construction,877.0,0,0,0,0,0,0,30,341.92
sector 90,flat,1.78,2215.03,4.0,4.0,3+,8.0,Relatively New,2000.0,0,0,0,0,0,0,126,553.7575
sector 92,flat,0.42,591.05,2.0,2.0,1,4.0,Relatively New,657.0,0,1,0,0,1,2,42,295.525
sector 107,flat,0.52,645.0,3.0,2.0,2,5.0,Relatively New,717.0,1,0,0,0,0,0,15,215.0
sector 70a,flat,1.6,1669.45,2.0,2.0,2,22.0,Moderately Old,1416.0,0,0,0,0,0,0,86,834.725
sector 91,flat,1.75,2364.23,4.0,4.0,3+,9.0,Relatively New,2139.0,0,1,1,0,0,0,88,591.0575
sector 109,flat,1.6,3008.08,4.0,1.0,0,0.0,New Property,3008.0,0,0,0,0,0,0,0,752.02
c block,house,5.3,1935.0,3.0,9.0,3+,3.0,Moderately Old,1935.0,0,0,1,0,0,2,71,645.0
sector 107,flat,1.45,2361.18,3.0,4.0,3+,7.0,Relatively New,1900.0,0,0,1,0,0,0,67,787.06
sector 67a,flat,1.5,1350.01,2.0,2.0,2,10.0,Relatively New,1500.0,0,0,0,1,0,2,38,675.005
sector 37c,flat,0.95,1030.03,2.0,2.0,3+,11.0,Relatively New,1179.0,0,1,0,1,0,2,119,515.015
sector 59,flat,5.8,3025.09,3.0,4.0,3,16.0,New Property,3361.0,0,0,1,0,0,2,49,1008.3633333333332
sector 14,house,6.5,2500.0,5.0,5.0,0,4.0,Moderately Old,2500.0,0,0,0,0,0,0,0,500.0
sector 50,flat,8.0,9000.9,4.0,3.0,3,7.0,Moderately Old,10000.0,0,0,1,0,0,0,35,2250.225
sector 49,flat,2.65,2251.49,3.0,4.0,3,11.0,Moderately Old,2251.49,0,1,1,0,0,2,140,750.4966666666666
sector 12,house,0.53,363.4,1.0,4.0,2.0,3.0,Relatively New,360.0,0,0,0,0,0,0,0,363.4
sector 8,house,0.62,550.0,3.0,1.0,0,2.0,Moderately Old,550.0,0,0,0,0,0,0,0,183.33333333333337
sector 70a,flat,1.25,1425.15,3.0,3.0,2,1.0,Relatively New,1300.0,1,0,0,0,0,0,49,475.05
sector 79,flat,0.71,1285.77,2.0,2.0,0,9.0,Under Construction,1295.0,0,0,0,0,0,0,0,642.885
sector 12,house,0.7,1700.3,4.0,4.0,1.0,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0,425.075
sector 9a,flat,0.94,1550.13,3.0,3.0,2,5.0,Moderately Old,1722.0,0,0,0,0,0,2,85,516.71
sector 84,flat,0.34,483.02,2.0,2.0,1,1.0,Relatively New,537.0,0,0,0,1,0,2,84,241.51
sector 107,flat,0.37,553.89,2.0,2.0,2,9.0,New Property,614.0,0,0,0,0,0,0,23,276.945
sector 79,flat,1.1,958.02,2.0,2.0,3,9.0,New Property,81.0,0,0,0,0,0,0,62,479.01
sector 83,flat,1.0,1740.04,3.0,3.0,2,2.0,Relatively New,1575.0,0,0,0,1,0,2,174,580.0133333333333
